"","year","week-of-year","total-fox-density","all-fox-but-cub-density","bait-take","bait-cost","baitfrequency"
"1",1,1,1.75946169213247,1.80161524125078,0.533333333333333,45,"monthly"
"2",1,3,1.74131909128985,1.78090702008697,0,45,"monthly"
"3",1,5,1.73875347096867,1.78090702008697,0.422222222222222,90,"monthly"
"4",1,7,1.73875347096867,1.78090702008697,0,90,"monthly"
"5",1,9,1.69092297783812,1.73949057775937,0.288888888888889,135,"monthly"
"6",1,11,1.67662880747726,1.71878235659557,0,135,"monthly"
"7",1,13,1.63099741747915,1.67736591426796,0.333333333333333,180,"monthly"
"8",1,15,1.61450414398586,1.65665769310416,0,180,"monthly"
"9",1,17,1.53332058667998,1.57382480844895,0.466666666666667,225,"monthly"
"10",1,19,1.51096303816685,1.55311658728515,0,225,"monthly"
"11",1,21,1.50830578854849,1.55311658728515,0.466666666666667,270,"monthly"
"12",1,23,1.4990512295328,1.55311658728515,0,270,"monthly"
"13",1,25,1.48640638652128,1.53240836612135,0.333333333333333,315,"monthly"
"14",1,27,1.44104988441472,1.49099192379375,0,315,"monthly"
"15",1,29,1.38982910728832,1.42886726030234,0.244444444444444,360,"monthly"
"16",1,31,1.38680534048122,1.42886726030234,0,360,"monthly"
"17",1,33,1.34703822550295,1.38745081797474,0.4,405,"monthly"
"18",1,35,1.29966587885832,1.34603437564713,0,405,"monthly"
"19",1,37,2.85800126366994,1.32532615448333,0.288888888888889,450,"monthly"
"20",1,39,2.76903736092975,1.30461793331953,0,450,"monthly"
"21",1,41,2.72972839243738,1.30461793331953,0.333333333333333,495,"monthly"
"22",1,43,2.63278459601568,1.30461793331953,0,495,"monthly"
"23",1,45,2.57157622549615,1.30461793331953,0.244444444444444,540,"monthly"
"24",1,47,2.4144319808239,1.24249326982812,0,540,"monthly"
"25",1,49,2.34296112901964,2.46427831849244,0.533333333333333,585,"monthly"
"26",1,51,2.28138624131133,2.40215365500104,0,585,"monthly"
"27",2,1,2.25463048653332,2.38144543383723,0.555555555555556,45,"monthly"
"28",2,3,2.23795395444565,2.36073721267343,0,45,"monthly"
"29",2,5,2.11572047200091,2.23648788569062,0.555555555555556,90,"monthly"
"30",2,7,2.03462854399221,2.15365500103541,0,90,"monthly"
"31",2,9,1.90964618263187,2.0086974528888,0.533333333333333,135,"monthly"
"32",2,11,1.88243228136796,1.94657278939739,0,135,"monthly"
"33",2,13,1.89067891811458,1.94657278939739,0.466666666666667,180,"monthly"
"34",2,15,1.81105305886084,1.86373990474218,0,180,"monthly"
"35",2,17,1.75378474812024,1.80161524125078,0.4,225,"monthly"
"36",2,19,1.76138997978659,1.82232346241458,0,225,"monthly"
"37",2,21,1.61148444959197,1.65665769310416,0.4,270,"monthly"
"38",2,23,1.59383705419548,1.65665769310416,0,270,"monthly"
"39",2,25,1.55242061186788,1.61524125077656,0.266666666666667,315,"monthly"
"40",2,27,1.47394887451735,1.53240836612135,0,315,"monthly"
"41",2,29,1.36454349367849,1.40815903913854,0.333333333333333,360,"monthly"
"42",2,31,1.29188146101081,1.34603437564713,0,360,"monthly"
"43",2,33,1.20804065408657,1.26320149099192,0.311111111111111,405,"monthly"
"44",2,35,1.18623288135655,1.24249326982812,0,405,"monthly"
"45",2,37,2.57405021652017,1.26320149099192,0.311111111111111,450,"monthly"
"46",2,39,2.48901822873251,1.20107682750052,0,450,"monthly"
"47",2,41,2.34580163723238,1.11824394284531,0.311111111111111,495,"monthly"
"48",2,43,2.23602973920477,1.07682750051771,0,495,"monthly"
"49",2,45,2.15548758697918,1.07682750051771,0.288888888888889,540,"monthly"
"50",2,47,2.08811547007825,1.09753572168151,0,540,"monthly"
"51",2,49,2.04333719888523,2.23648788569062,0.4,585,"monthly"
"52",2,51,1.94043749814651,2.11223855870781,0,585,"monthly"
"53",3,1,1.90424392575843,2.091530337544,0.444444444444444,45,"monthly"
"54",3,3,1.84303555523887,2.0294056740526,0,45,"monthly"
"55",3,5,1.82177755829195,2.0086974528888,0.466666666666667,90,"monthly"
"56",3,7,1.71750341809545,1.90515634706979,0,90,"monthly"
"57",3,9,1.69331328363863,1.84303168357838,0.422222222222222,135,"monthly"
"58",3,11,1.65033914325889,1.78090702008697,0,135,"monthly"
"59",3,13,1.51197890450958,1.63594947194036,0.488888888888889,180,"monthly"
"60",3,15,1.42575573585852,1.53240836612135,0,180,"monthly"
"61",3,17,1.43345259682205,1.55311658728515,0.444444444444444,225,"monthly"
"62",3,19,1.37535962240677,1.49099192379375,0,225,"monthly"
"63",3,21,1.37132793333064,1.49099192379375,0.377777777777778,270,"monthly"
"64",3,23,1.39194452519726,1.51170014495755,0,270,"monthly"
"65",3,25,1.36555528760799,1.49099192379375,0.222222222222222,315,"monthly"
"66",3,27,1.24171635663227,1.34603437564713,0,315,"monthly"
"67",3,29,1.25550850168884,1.36674259681093,0.288888888888889,360,"monthly"
"68",3,31,1.19961463040601,1.30461793331953,0,360,"monthly"
