"","year","week-of-year","total-fox-density","all-fox-but-cub-density","bait-take","bait-cost","baitfrequency"
"1",1,1,2.20299650786341,2.23648788569062,0.555555555555556,45,"quarterly"
"2",1,3,2.140871844372,2.17436322219921,0,45,"quarterly"
"3",1,5,2.10531967706423,2.13294677987161,0,45,"quarterly"
"4",1,7,2.07883881017778,2.11223855870781,0,45,"quarterly"
"5",1,9,2.05664112554484,2.091530337544,0,45,"quarterly"
"6",1,11,2.01561459512015,2.0501138952164,0,45,"quarterly"
"7",1,13,2.01588948301171,2.0501138952164,0.422222222222222,90,"quarterly"
"8",1,15,2.01662251738919,2.0501138952164,0,90,"quarterly"
"9",1,17,1.98253641883638,2.0086974528888,0,90,"quarterly"
"10",1,19,1.91308141157018,1.94657278939739,0,90,"quarterly"
"11",1,21,1.89622162088814,1.92586456823359,0,90,"quarterly"
"12",1,23,1.90765188832209,1.94657278939739,0,90,"quarterly"
"13",1,25,1.85682102309861,1.88444812590598,0.511111111111111,135,"quarterly"
"14",1,27,1.84839112775759,1.88444812590598,0,135,"quarterly"
"15",1,29,1.82995269518406,1.86373990474218,0,135,"quarterly"
"16",1,31,1.72395854218041,1.76019879892317,0,135,"quarterly"
"17",1,33,1.65010532864932,1.67736591426796,0,135,"quarterly"
"18",1,35,1.59118769055939,1.61524125077656,0,135,"quarterly"
"19",1,37,2.73301776963805,1.55311658728515,0,135,"quarterly"
"20",1,39,2.64125158235944,1.55311658728515,0.355555555555556,180,"quarterly"
"21",1,41,2.46356143127842,1.44957548146614,0,180,"quarterly"
"22",1,43,2.43460657336797,1.47028370262994,0,180,"quarterly"
"23",1,45,2.35553048989733,1.44957548146614,0,180,"quarterly"
"24",1,47,2.32208579642482,1.40815903913854,0,180,"quarterly"
"25",1,49,2.22844065470178,2.29861254918203,0,180,"quarterly"
"26",1,51,2.20883198510422,2.27790432801822,0,180,"quarterly"
"27",2,1,2.17034768028652,2.23648788569062,0.422222222222222,45,"quarterly"
"28",2,3,2.1462257804127,2.21577966452682,0,45,"quarterly"
"29",2,5,2.00752241918884,2.0708221163802,0,45,"quarterly"
"30",2,7,1.94649730726365,2.0086974528888,0,45,"quarterly"
"31",2,9,1.97412746733478,2.0086974528888,0,45,"quarterly"
"32",2,11,2.01662251738923,2.0708221163802,0,45,"quarterly"
"33",2,13,1.95440622460063,1.98798923172499,0.577777777777778,90,"quarterly"
"34",2,15,1.96191982696978,2.0086974528888,0,90,"quarterly"
"35",2,17,1.85984478990574,1.90515634706979,0,90,"quarterly"
"36",2,19,1.83913656874193,1.88444812590598,0,90,"quarterly"
"37",2,21,1.75437946884583,1.80161524125078,0,90,"quarterly"
"38",2,23,1.74805704734007,1.78090702008697,0,90,"quarterly"
"39",2,25,1.66449112830738,1.69807413543177,0.355555555555556,135,"quarterly"
"40",2,27,1.58165824365217,1.61524125077656,0,135,"quarterly"
"41",2,29,1.53737789839765,1.57382480844895,0,135,"quarterly"
"42",2,31,1.43725047128866,1.47028370262994,0,135,"quarterly"
"43",2,33,1.38575480627071,1.42886726030234,0,135,"quarterly"
"44",2,35,1.31520024743829,1.34603437564713,0,135,"quarterly"
"45",2,37,2.73208401101829,1.34603437564713,0,135,"quarterly"
"46",2,39,2.63083363762889,1.30461793331953,0.377777777777778,180,"quarterly"
"47",2,41,2.59459725531921,1.30461793331953,0,180,"quarterly"
"48",2,43,2.49133103739174,1.28390971215573,0,180,"quarterly"
"49",2,45,2.39958671619541,1.22178504866432,0,180,"quarterly"
"50",2,47,2.32069389131915,1.18036860633672,0,180,"quarterly"
"51",2,49,2.18709837602346,2.31932077034583,0,180,"quarterly"
"52",2,51,2.14740194650301,2.29861254918203,0,180,"quarterly"
"53",3,1,2.04106517234009,2.19507144336302,0.511111111111111,45,"quarterly"
"54",3,3,2.02427606711589,2.19507144336302,0,45,"quarterly"
"55",3,5,1.9593318392511,2.13294677987161,0,45,"quarterly"
"56",3,7,1.85551584554051,1.98798923172499,0,45,"quarterly"
"57",3,9,1.60415421089087,1.69807413543177,0,45,"quarterly"
"58",3,11,1.43853818319891,1.51170014495755,0,45,"quarterly"
"59",3,13,1.40025562994012,1.47028370262994,0.422222222222222,90,"quarterly"
"60",3,15,1.38369106460003,1.44957548146614,0,90,"quarterly"
"61",3,17,1.29734917114661,1.32532615448333,0,90,"quarterly"
"62",3,19,1.28798819066021,1.32532615448333,0,90,"quarterly"
"63",3,21,1.22155695020111,1.28390971215573,0,90,"quarterly"
"64",3,23,1.16639611329576,1.22178504866432,0,90,"quarterly"
"65",3,25,1.18866203251171,1.24249326982812,0.244444444444444,135,"quarterly"
"66",3,27,1.10637892363961,1.13895216400911,0,135,"quarterly"
"67",3,29,1.00164663695719,1.0354110581901,0,135,"quarterly"
"68",3,31,0.957847832902774,0.973286394698695,0,135,"quarterly"
"69",3,33,0.933291181257204,0.952578173534893,0,135,"quarterly"
"70",3,35,0.875839611922223,0.869745288879685,0,135,"quarterly"
"71",3,37,2.27417287110742,0.849037067715883,0,135,"quarterly"
"72",3,39,2.36380379724823,0.952578173534893,0.222222222222222,180,"quarterly"
"73",3,41,2.26314511550734,0.952578173534893,0,180,"quarterly"
"74",3,43,2.15456439834317,0.931869952371091,0,180,"quarterly"
"75",3,45,2.12927471232011,0.931869952371091,0,180,"quarterly"
"76",3,47,2.02426753774615,0.869745288879685,0,180,"quarterly"
"77",3,49,1.95618696993772,1.92586456823359,0,180,"quarterly"
"78",3,51,1.91584668446217,1.90515634706979,0,180,"quarterly"
