"","year","week","total.fox.density","all.but.cub.density","bait.take","bait.cost","baitfreq"
"1",1,1,2.28138624131123,2.17436322219921,0.511111111111111,45,"monthly"
"2",1,3,2.19525470195736,2.091530337544,0,45,"monthly"
"3",1,5,2.19855335665602,2.091530337544,0.511111111111111,90,"monthly"
"4",1,7,2.19525470195737,2.091530337544,0,90,"monthly"
"5",1,9,2.15704528503123,2.0501138952164,0.444444444444444,135,"monthly"
"6",1,11,2.14339251975067,2.0501138952164,0,135,"monthly"
"7",1,13,2.13313003846596,2.0294056740526,0.555555555555556,180,"monthly"
"8",1,15,2.11242181730216,2.0086974528888,0,180,"monthly"
"9",1,17,2.07100537497455,1.96728101056119,0.355555555555556,225,"monthly"
"10",1,19,2.06532435854909,1.96728101056119,0,225,"monthly"
"11",1,21,1.98954692977712,1.90515634706979,0.4,270,"monthly"
"12",1,23,1.8958101587569,1.78090702008697,0,270,"monthly"
"13",1,25,1.84321494217273,1.73949057775937,0.444444444444444,315,"monthly"
"14",1,27,1.8178336268525,1.71878235659557,0,315,"monthly"
"15",1,29,1.73252675117329,1.63594947194036,0.4,360,"monthly"
"16",1,31,1.74480507699608,1.65665769310416,0,360,"monthly"
"17",1,33,1.7013727901304,1.61524125077656,0.333333333333333,405,"monthly"
"18",1,35,1.63943138523337,1.53240836612135,0,405,"monthly"
"19",1,37,3.20281045380339,1.51170014495755,0.4,450,"monthly"
"20",1,39,3.11008160505219,1.44957548146614,0,450,"monthly"
"21",1,41,3.03934378762542,1.42886726030234,0.333333333333333,495,"monthly"
"22",1,43,2.98280851126228,1.42886726030234,0,495,"monthly"
"23",1,45,2.84701389283415,1.34603437564713,0.333333333333333,540,"monthly"
"24",1,47,2.76583033552828,1.30461793331953,0,540,"monthly"
"25",1,49,2.70407218922561,2.31932077034583,0.577777777777778,585,"monthly"
"26",1,51,2.60181389356719,2.23648788569062,0,585,"monthly"
"27",2,1,2.55132615081827,2.17436322219921,0.533333333333333,45,"monthly"
"28",2,3,2.50935993270756,2.13294677987161,0,45,"monthly"
"29",2,5,2.39830522451937,2.0294056740526,0.4,90,"monthly"
"30",2,7,2.29623018745532,1.92586456823359,0,90,"monthly"
"31",2,9,2.0940959578652,1.88444812590598,0.577777777777778,135,"monthly"
"32",2,11,2.08346695939177,1.88444812590598,0,135,"monthly"
"33",2,13,2.00631509116202,1.84303168357838,0.488888888888889,180,"monthly"
"34",2,15,1.97525275941631,1.82232346241458,0,180,"monthly"
"35",2,17,1.92256591353494,1.80161524125078,0.222222222222222,225,"monthly"
"36",2,19,1.85074492272549,1.73949057775937,0,225,"monthly"
"37",2,21,1.77469260606197,1.65665769310416,0.377777777777778,270,"monthly"
"38",2,23,1.7379492578908,1.61524125077656,0,270,"monthly"
"39",2,25,1.71540845078329,1.59453302961276,0.244444444444444,315,"monthly"
"40",2,27,1.59473266639069,1.47028370262994,0,315,"monthly"
"41",2,29,1.58456181440316,1.47028370262994,0.355555555555556,360,"monthly"
"42",2,31,1.56938897662727,1.47028370262994,0,360,"monthly"
"43",2,33,1.55762280103077,1.44957548146614,0.4,405,"monthly"
"44",2,35,1.52527765912448,1.40815903913854,0,405,"monthly"
"45",2,37,3.06834778008645,1.40815903913854,0.444444444444444,450,"monthly"
"46",2,39,2.91019561314521,1.34603437564713,0,450,"monthly"
"47",2,41,2.79822461198521,1.32532615448333,0.311111111111111,495,"monthly"
"48",2,43,2.71639964959904,1.26320149099192,0,495,"monthly"
"49",2,45,2.68552057644769,1.24249326982812,0.355555555555556,540,"monthly"
"50",2,47,2.61725675004488,1.22178504866432,0,540,"monthly"
"51",2,49,2.53735600289961,2.31932077034583,0.577777777777778,585,"monthly"
"52",2,51,2.46835914211934,2.25719610685442,0,585,"monthly"
"53",3,1,2.44970439105043,2.23648788569062,0.6,45,"monthly"
"54",3,3,2.41176986201583,2.19507144336302,0,45,"monthly"
"55",3,5,2.32188152147736,2.15365500103541,0.533333333333333,90,"monthly"
"56",3,7,2.1541082783317,2.0086974528888,0,90,"monthly"
"57",3,9,2.09385382634077,1.96728101056119,0.466666666666667,135,"monthly"
"58",3,11,2.05536952152308,1.92586456823359,0,135,"monthly"
"59",3,13,2.02187082431021,1.90515634706979,0.488888888888889,180,"monthly"
"60",3,15,1.93207411306894,1.82232346241458,0,180,"monthly"
"61",3,17,1.88451850782994,1.76019879892317,0.488888888888889,225,"monthly"
"62",3,19,1.79096499540408,1.71878235659557,0,225,"monthly"
"63",3,21,1.74661641556656,1.65665769310416,0.511111111111111,270,"monthly"
"64",3,23,1.65159683438574,1.55311658728515,0,270,"monthly"
"65",3,25,1.62245871788092,1.53240836612135,0.466666666666667,315,"monthly"
"66",3,27,1.59212942051269,1.49099192379375,0,315,"monthly"
"67",3,29,1.5433826344103,1.44957548146614,0.355555555555556,360,"monthly"
"68",3,31,1.50169130419113,1.40815903913854,0,360,"monthly"
"69",3,33,1.42234033282896,1.32532615448333,0.444444444444444,405,"monthly"
"70",3,35,1.34418054233017,1.26320149099192,0,405,"monthly"
"71",3,37,2.66939382014318,1.24249326982812,0.244444444444444,450,"monthly"
"72",3,39,2.62233885613662,1.24249326982812,0,450,"monthly"
"73",3,41,2.56479565750448,1.22178504866432,0.377777777777778,495,"monthly"
"74",3,43,2.46081473105895,1.15966038517291,0,495,"monthly"
"75",3,45,2.40426112883639,1.09753572168151,0.311111111111111,540,"monthly"
"76",3,47,2.31024946992464,1.0354110581901,0,540,"monthly"
"77",3,49,2.22201045673549,2.0294056740526,0.533333333333333,585,"monthly"
"78",3,51,2.142018080293,1.96728101056119,0,585,"monthly"
"79",4,1,2.11920238529395,1.94657278939739,0.488888888888889,45,"monthly"
"80",4,3,2.06239222103926,1.88444812590598,0,45,"monthly"
"81",4,5,2.06834812535629,1.88444812590598,0.466666666666667,90,"monthly"
"82",4,7,1.98157518092212,1.80161524125078,0,90,"monthly"
"83",4,9,1.8970929689175,1.80161524125078,0.533333333333333,135,"monthly"
"84",4,11,1.85695933675052,1.78090702008697,0,135,"monthly"
"85",4,13,1.72345545075202,1.63594947194036,0.444444444444444,180,"monthly"
"86",4,15,1.7235470800492,1.61524125077656,0,180,"monthly"
"87",4,17,1.68377996507092,1.57382480844895,0.377777777777778,225,"monthly"
"88",4,19,1.68377996507092,1.57382480844895,0,225,"monthly"
"89",4,21,1.65363392629707,1.55311658728515,0.355555555555556,270,"monthly"
"90",4,23,1.66307174390712,1.55311658728515,0,270,"monthly"
"91",4,25,1.64236352274332,1.53240836612135,0.4,315,"monthly"
"92",4,27,1.58216307449279,1.47028370262994,0,315,"monthly"
"93",4,29,1.58023885925191,1.47028370262994,0.444444444444444,360,"monthly"
"94",4,31,1.55953063808811,1.44957548146614,0,360,"monthly"
"95",4,33,1.53882241692431,1.42886726030234,0.311111111111111,405,"monthly"
"96",4,35,1.50363676680528,1.40815903913854,0,405,"monthly"
"97",4,37,2.85599356395827,1.34603437564713,0.444444444444444,450,"monthly"
"98",4,39,2.80568907980371,1.34603437564713,0,450,"monthly"
"99",4,41,2.68253930438709,1.28390971215573,0.422222222222222,495,"monthly"
"100",4,43,2.59375051541489,1.26320149099192,0,495,"monthly"
"101",4,45,2.54848564260551,1.24249326982812,0.333333333333333,540,"monthly"
"102",4,47,2.4540158372078,1.20107682750052,0,540,"monthly"
"103",4,49,2.39317398387698,2.13294677987161,0.511111111111111,585,"monthly"
"104",4,51,2.30979132343866,2.0501138952164,0,585,"monthly"
"105",5,1,2.2219188274383,1.96728101056119,0.511111111111111,45,"monthly"
"106",5,3,2.15273870806363,1.88444812590598,0,45,"monthly"
"107",5,5,2.13193885760266,1.88444812590598,0.466666666666667,90,"monthly"
"108",5,7,2.06853138395065,1.82232346241458,0,90,"monthly"
"109",5,9,2.18499222067274,1.98798923172499,0.622222222222222,135,"monthly"
"110",5,11,2.09537876802581,1.94657278939739,0,135,"monthly"
"111",5,13,1.88967099584557,1.80161524125078,0.466666666666667,180,"monthly"
"112",5,15,1.76734588410361,1.65665769310416,0,180,"monthly"
"113",5,17,1.73216023398459,1.63594947194036,0.422222222222222,225,"monthly"
"114",5,19,1.66023123569438,1.57382480844895,0,225,"monthly"
"115",5,21,1.54716068296813,1.44957548146614,0.444444444444444,270,"monthly"
"116",5,23,1.50931778323074,1.42886726030234,0,270,"monthly"
"117",5,25,1.49768086248825,1.40815903913854,0.422222222222222,315,"monthly"
"118",5,27,1.42410253684872,1.32532615448333,0,315,"monthly"
"119",5,29,1.36362720070664,1.26320149099192,0.244444444444444,360,"monthly"
"120",5,31,1.36197787335731,1.26320149099192,0,360,"monthly"
"121",5,33,1.34126965219351,1.24249326982812,0.333333333333333,405,"monthly"
"122",5,35,1.31488041460424,1.22178504866432,0,405,"monthly"
"123",5,37,2.68712076924639,1.18036860633672,0.288888888888889,450,"monthly"
"124",5,39,2.55709879654093,1.11824394284531,0,450,"monthly"
"125",5,41,2.46152943957702,1.0354110581901,0.488888888888889,495,"monthly"
"126",5,43,2.38749296745156,1.0147028370263,0,495,"monthly"
"127",5,45,2.32729251920104,0.973286394698695,0.422222222222222,540,"monthly"
"128",5,47,2.25582166739675,0.952578173534893,0,540,"monthly"
"129",5,49,2.24656710838107,2.0708221163802,0.466666666666667,585,"monthly"
"130",5,51,2.17610417884583,2.0294056740526,0,585,"monthly"
"131",6,1,2.13523751230134,1.98798923172499,0.488888888888889,45,"monthly"
"132",6,3,2.0463570940319,1.90515634706979,0,45,"monthly"
"133",6,5,1.99321210166463,1.86373990474218,0.444444444444444,90,"monthly"
"134",6,7,1.88444812590606,1.73949057775937,0,90,"monthly"
"135",6,9,1.69019401587386,1.53240836612135,0.488888888888889,135,"monthly"
"136",6,11,1.47587308975824,1.34603437564713,0,135,"monthly"
"137",6,13,1.41677219307393,1.28390971215573,0.333333333333333,180,"monthly"
"138",6,15,1.38497682695075,1.24249326982812,0,180,"monthly"
"139",6,17,1.34181942797662,1.20107682750052,0.333333333333333,225,"monthly"
"140",6,19,1.33238161036658,1.20107682750052,0,225,"monthly"
"141",6,21,1.29096516803897,1.15966038517291,0.288888888888889,270,"monthly"
"142",6,23,1.29563826219541,1.15966038517291,0,270,"monthly"
"143",6,25,1.26292660310037,1.11824394284531,0.355555555555556,315,"monthly"
"144",6,27,1.26549222342155,1.13895216400911,0,315,"monthly"
"145",6,29,1.26585874061029,1.13895216400911,0.422222222222222,360,"monthly"
"146",6,31,1.2395611323182,1.11824394284531,0,360,"monthly"
"147",6,33,1.21399655840359,1.09753572168151,0.244444444444444,405,"monthly"
"148",6,35,1.18632451065374,1.07682750051771,0,405,"monthly"
"149",6,37,2.58642017164012,1.0354110581901,0.266666666666667,450,"monthly"
"150",6,39,2.4597884829305,0.973286394698695,0,450,"monthly"
"151",6,41,2.4280847461045,0.973286394698695,0.444444444444444,495,"monthly"
"152",6,43,2.37329042638789,0.931869952371091,0,495,"monthly"
"153",6,45,2.24427637595143,0.869745288879685,0.288888888888889,540,"monthly"
"154",6,47,2.16684961983015,0.828328846552081,0,540,"monthly"
"155",6,49,2.11187204151916,1.86373990474218,0.6,585,"monthly"
"156",6,51,2.04388310300791,1.80161524125078,0,585,"monthly"
"157",7,1,2.03930163814866,1.80161524125078,0.511111111111111,45,"monthly"
"158",7,3,1.98212495670524,1.73949057775937,0,45,"monthly"
"159",7,5,1.96645634688661,1.71878235659557,0.311111111111111,90,"monthly"
"160",7,7,1.89773437399788,1.65665769310416,0,90,"monthly"
"161",7,9,1.66655365720015,1.49099192379375,0.555555555555556,135,"monthly"
"162",7,11,1.61689057812592,1.47028370262994,0,135,"monthly"
"163",7,13,1.61954782774428,1.47028370262994,0.355555555555556,180,"monthly"
"164",7,15,1.55870597441346,1.40815903913854,0,180,"monthly"
"165",7,17,1.53497398644255,1.40815903913854,0.444444444444444,225,"monthly"
"166",7,19,1.48613557104296,1.34603437564713,0,225,"monthly"
"167",7,21,1.41475634853587,1.28390971215573,0.488888888888889,270,"monthly"
"168",7,23,1.41264887470062,1.28390971215573,0,270,"monthly"
"169",7,25,1.37123243237301,1.24249326982812,0.333333333333333,315,"monthly"
