"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,219,0,204,0,212,0,254,212,882,92,363,355,72,0,0,0,0
"2",1,5,219,0,207,0,207,0,226,193,833,54,355,331,93,0,0,0,0
"3",1,9,219,0,210,0,214,0,204,173,801,32,339,316,114,0,0,0,0
"4",1,13,219,936,210,0,210,0,183,165,1704,936,333,306,129,0,0,0,0
"5",1,17,219,879,211,0,210,0,162,152,1614,879,293,296,146,0,0,0,0
"6",1,21,217,804,208,0,208,0,145,135,1500,804,261,273,162,0,0,0,0
"7",1,25,220,0,211,363,204,403,129,113,1423,766,225,260,172,0,0,0,0
"8",1,29,220,0,209,339,208,372,117,94,1339,711,197,248,183,0,0,0,0
"9",1,33,220,0,211,321,214,352,102,79,1279,673,163,254,189,0,0,0,0
"10",1,37,220,0,201,261,207,212,108,125,1114,549,139,224,202,0,0,0,0
"11",1,41,220,0,202,213,204,155,117,157,1048,520,108,214,200,6,0,0,0
"12",1,45,219,0,208,172,204,112,119,174,989,493,86,206,188,16,0,0,0
"13",1,49,220,0,212,146,211,83,118,164,934,461,63,204,178,28,0,0,0
"14",2,1,219,0,207,127,206,62,119,172,893,443,48,191,173,38,0,0,0
"15",2,5,220,0,212,105,214,44,119,157,851,421,28,187,164,51,0,0,0
"16",2,9,219,0,205,95,209,38,109,145,801,394,16,169,161,61,0,0,0
"17",2,13,219,946,211,82,204,36,98,133,1710,946,378,164,154,68,0,0,0
"18",2,17,221,889,209,77,207,30,87,114,1613,889,359,142,149,74,0,0,0
"19",2,21,221,839,209,75,213,27,75,102,1540,839,348,127,141,85,0,0,0
"20",2,25,221,0,203,466,214,419,65,91,1458,793,334,108,135,88,0,0,0
"21",2,29,220,0,202,441,207,386,47,80,1363,742,316,83,132,90,0,0,0
"22",2,33,220,0,202,408,205,367,36,68,1286,697,301,66,129,93,0,0,0
"23",2,37,222,0,207,304,203,205,59,128,1106,563,273,54,113,103,0,0,0
"24",2,41,221,0,207,248,211,141,73,160,1040,533,254,43,103,102,5,0,0
"25",2,45,222,0,215,208,212,105,84,173,997,502,248,34,104,99,10,0,0
"26",2,49,220,0,211,177,212,82,94,174,950,477,238,24,103,91,17,0,0
"27",3,1,221,0,207,154,213,62,92,180,908,457,227,16,101,85,22,0,0
"28",3,5,221,0,208,128,218,44,96,184,878,447,219,8,93,81,30,0,0
"29",3,9,221,0,209,118,214,38,82,170,831,419,206,4,88,79,35,0,0
"30",3,13,221,1010,214,107,212,37,75,159,1814,1010,403,204,81,79,37,0,0
"31",3,17,221,943,204,102,212,35,70,146,1712,943,386,195,70,77,41,0,0
"32",3,21,221,900,212,93,210,34,60,133,1642,900,379,182,64,71,46,0,0
"33",3,25,221,0,209,502,210,461,50,118,1550,850,358,167,59,70,46,0,0
"34",3,29,221,0,210,471,209,433,38,107,1468,805,339,157,53,66,48,0,0
"35",3,33,221,0,209,451,209,411,33,92,1405,770,323,150,43,71,48,0,0
"36",3,37,221,0,201,370,212,243,60,155,1241,645,301,143,36,62,54,0,0
"37",3,41,221,0,207,312,209,178,75,186,1167,600,285,136,30,62,51,3,0
"38",3,45,221,0,205,261,211,136,91,198,1102,568,267,129,24,61,48,5,0
"39",3,49,221,0,210,221,212,103,94,211,1051,543,252,126,17,59,46,8,0
"40",4,1,221,0,212,187,211,75,101,220,1006,512,247,122,11,57,47,10,0
"41",4,5,221,0,211,157,204,61,107,211,951,481,234,115,6,53,47,15,0
"42",4,9,221,0,206,139,213,50,87,188,883,441,224,106,3,49,45,15,0
"43",4,13,218,1026,210,126,205,46,76,176,1865,1026,425,216,96,45,40,17,0
"44",4,17,222,973,211,116,215,40,70,156,1781,973,411,207,94,40,38,18,0
"45",4,21,222,930,213,112,208,35,64,147,1709,930,397,200,89,38,34,21,0
"46",4,25,222,0,209,529,214,490,59,127,1628,883,377,193,86,35,33,21,0
"47",4,29,222,0,207,500,214,465,50,110,1546,840,361,182,79,30,32,22,0
"48",4,33,222,0,202,469,213,439,38,99,1460,793,344,169,74,24,34,22,0
"49",4,37,222,0,205,371,216,268,61,147,1268,642,325,152,73,18,33,25,0
"50",4,41,222,0,210,313,208,206,81,171,1189,596,306,148,64,15,33,24,3
"51",4,45,222,0,215,262,210,137,100,210,1134,567,291,144,61,13,30,25,3
"52",4,49,222,0,213,213,206,99,119,209,1059,527,271,139,58,11,28,21,4
"53",5,1,222,0,207,177,206,71,121,200,982,487,251,129,54,7,29,20,5
"54",5,5,222,0,217,147,212,45,122,190,933,461,238,123,51,4,27,21,8
"55",5,9,222,0,212,139,209,41,115,174,890,436,227,121,48,2,27,21,8
"56",5,13,221,986,213,127,206,38,106,157,1833,986,422,214,111,47,27,17,9
"57",5,17,222,932,211,116,210,33,95,140,1737,932,403,204,105,43,24,18,8
"58",5,21,222,876,212,108,212,30,83,129,1650,876,388,196,103,42,21,15,9
"59",5,25,222,0,210,482,210,481,73,118,1574,837,367,191,95,41,20,13,10
"60",5,29,222,0,211,456,207,462,59,107,1502,801,348,183,90,39,18,10,13
"61",5,33,222,0,213,431,206,436,56,95,1437,762,338,171,88,38,15,11,14
"62",5,37,222,0,206,349,208,246,78,167,1254,618,317,160,85,37,12,12,13
"63",5,41,222,0,213,284,211,180,100,188,1176,580,288,151,85,36,11,13,12
"64",5,45,222,0,215,241,209,114,114,218,1111,539,272,148,84,34,9,14,11
"65",5,49,222,0,218,209,216,70,122,221,1056,504,260,145,81,34,8,15,9
"66",6,1,221,0,212,177,213,45,122,226,995,474,243,140,75,33,3,17,10
"67",6,5,222,0,211,141,212,31,128,212,935,438,235,133,69,30,2,16,12
"68",6,9,221,0,210,131,207,28,112,193,881,417,219,126,65,27,1,15,11
"69",6,13,222,1026,210,113,210,25,103,171,1858,1026,394,211,117,60,25,13,12
"70",6,17,222,964,206,104,214,25,93,153,1759,964,384,197,111,57,23,12,11
"71",6,21,222,920,218,95,208,24,81,143,1689,920,373,189,110,54,22,12,9
"72",6,25,222,0,210,533,209,437,77,128,1594,861,362,174,102,53,22,11,9
"73",6,29,222,0,203,503,210,398,68,111,1493,804,339,163,94,52,21,10,10
"74",6,33,222,0,210,468,208,382,49,93,1410,762,319,150,90,49,20,8,12
"75",6,37,222,0,206,369,209,228,80,158,1250,638,297,143,87,47,19,5,14
"76",6,41,222,0,211,301,212,164,105,200,1193,612,282,135,83,45,19,3,14
"77",6,45,222,0,202,254,208,120,130,222,1136,597,269,123,78,37,18,3,11
"78",6,49,222,0,216,214,212,87,136,227,1092,574,258,121,74,34,17,2,12
"79",7,1,222,0,208,176,213,61,143,231,1032,542,247,110,73,31,16,1,12
"80",7,5,222,0,211,145,210,47,147,221,981,517,231,107,69,30,14,0,13
"81",7,9,222,0,210,128,213,45,138,196,930,490,216,106,62,29,14,0,13
"82",7,13,221,979,212,117,213,43,124,182,1870,979,473,202,104,58,28,13,13
"83",7,17,222,924,208,108,213,39,110,164,1766,924,453,183,97,57,27,12,13
"84",7,21,222,867,211,98,205,34,98,151,1664,867,429,176,91,56,21,12,12
