"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,215,0,207,0,202,0,220,246,875,90,359,335,91,0,0,0,0
"2",1,5,215,0,204,0,210,0,203,218,835,46,346,340,103,0,0,0,0
"3",1,9,215,0,202,0,202,0,184,206,794,16,327,337,114,0,0,0,0
"4",1,13,213,937,206,0,203,0,163,184,1693,937,303,321,132,0,0,0,0
"5",1,17,214,881,211,0,210,0,141,165,1608,881,270,311,146,0,0,0,0
"6",1,21,216,834,204,0,204,0,127,154,1523,834,229,292,168,0,0,0,0
"7",1,25,216,0,201,381,207,399,110,137,1435,780,194,284,177,0,0,0,0
"8",1,29,216,0,210,357,204,381,90,123,1365,738,171,258,198,0,0,0,0
"9",1,33,217,0,199,342,203,360,81,104,1289,702,142,248,197,0,0,0,0
"10",1,37,217,0,199,269,208,217,96,165,1154,593,114,241,206,0,0,0,0
"11",1,41,217,0,207,211,206,165,109,201,1099,565,93,229,208,4,0,0,0
"12",1,45,216,0,208,178,203,112,118,224,1043,534,76,221,191,21,0,0,0
"13",1,49,217,0,207,154,207,80,128,221,997,508,61,212,184,32,0,0,0
"14",2,1,215,0,209,132,203,57,124,225,950,485,51,189,182,43,0,0,0
"15",2,5,217,0,210,119,204,45,120,212,910,464,28,179,190,49,0,0,0
"16",2,9,217,0,210,106,207,43,112,188,866,443,13,169,188,53,0,0,0
"17",2,13,217,949,204,98,206,38,101,170,1766,949,417,167,168,65,0,0,0
"18",2,17,216,894,201,87,207,35,87,156,1667,894,396,144,167,66,0,0,0
"19",2,21,217,851,206,79,201,35,70,138,1580,851,376,120,157,76,0,0,0
"20",2,25,217,0,207,478,212,426,57,122,1502,802,357,104,157,82,0,0,0
"21",2,29,217,0,210,451,210,409,50,111,1441,765,345,93,149,89,0,0,0
"22",2,33,217,0,203,426,203,384,45,104,1365,721,336,75,143,90,0,0,0
"23",2,37,217,0,195,336,205,222,76,169,1203,597,318,66,131,91,0,0,0
"24",2,41,217,0,210,284,204,152,99,193,1142,565,298,57,127,94,1,0,0
"25",2,45,217,0,203,246,208,111,115,197,1080,534,281,47,120,91,7,0,0
"26",2,49,217,0,208,214,203,79,118,211,1033,515,270,38,113,83,14,0,0
"27",3,1,217,0,197,187,204,55,120,208,971,486,256,31,98,80,20,0,0
"28",3,5,217,0,209,155,198,38,118,199,917,460,242,18,94,84,19,0,0
"29",3,9,215,0,203,144,206,36,108,176,873,438,236,9,87,80,23,0,0
"30",3,13,215,952,207,127,207,35,94,163,1785,952,414,228,89,77,25,0,0
"31",3,17,216,896,198,122,208,32,83,145,1684,896,388,216,77,81,26,0,0
"32",3,21,217,838,204,108,208,30,71,130,1589,838,372,201,70,73,35,0,0
"33",3,25,217,0,208,518,206,398,60,116,1506,788,352,193,60,77,36,0,0
"34",3,29,217,0,207,482,203,370,54,100,1416,732,330,187,54,73,40,0,0
"35",3,33,217,0,200,458,208,334,49,89,1338,679,318,183,43,75,40,0,0
"36",3,37,217,0,200,365,205,201,66,143,1180,567,294,171,38,69,41,0,0
"37",3,41,217,0,201,304,209,151,89,160,1114,538,269,166,30,68,42,1,0
"38",3,45,217,0,204,260,198,109,92,181,1044,504,252,156,27,62,38,5,0
"39",3,49,217,0,210,230,208,70,101,183,1002,480,245,150,22,58,39,8,0
"40",4,1,217,0,207,196,209,48,103,193,956,458,231,145,16,53,41,12,0
"41",4,5,216,0,206,164,210,36,110,190,916,434,223,141,10,52,45,11,0
"42",4,9,218,0,206,153,209,30,100,172,870,405,222,134,5,51,40,13,0
"43",4,13,216,948,209,142,204,26,86,159,1774,948,384,213,128,49,38,14,0
"44",4,17,218,906,203,131,212,22,78,144,1696,906,366,206,121,42,40,15,0
"45",4,21,218,867,207,118,213,20,68,132,1625,867,347,204,116,35,38,18,0
"46",4,25,219,0,206,528,212,422,60,122,1550,818,333,202,112,28,40,17,0
"47",4,29,219,0,207,490,210,398,56,109,1470,769,319,193,105,24,41,19,0
"48",4,33,219,0,206,460,207,370,51,99,1393,719,310,181,105,19,39,20,0
"49",4,37,219,0,205,378,205,227,72,150,1237,606,289,174,99,16,31,22,0
"50",4,41,218,0,212,321,204,162,96,187,1182,583,273,170,92,12,29,22,1
"51",4,45,219,0,212,279,201,121,107,195,1115,543,265,160,86,10,28,20,3
"52",4,49,219,0,205,239,210,82,113,204,1053,516,252,147,81,6,27,19,5
"53",5,1,219,0,209,213,205,61,117,202,1007,494,242,137,80,3,27,19,5
"54",5,5,219,0,210,185,209,45,122,185,956,462,233,132,77,2,22,23,5
"55",5,9,219,0,206,169,209,38,110,170,902,433,218,129,73,1,21,21,6
"56",5,13,218,968,212,155,209,34,101,157,1836,968,419,205,125,70,21,22,6
"57",5,17,218,922,208,145,203,29,91,145,1743,922,400,193,119,63,18,23,5
"58",5,21,217,861,203,133,209,28,77,125,1636,861,388,176,112,54,17,19,9
"59",5,25,218,0,207,513,206,446,65,113,1550,810,375,163,107,52,13,21,9
"60",5,29,218,0,203,485,205,425,57,100,1475,778,352,156,102,45,11,21,10
"61",5,33,218,0,208,460,207,405,51,84,1415,744,337,150,100,44,9,19,12
"62",5,37,218,0,195,368,209,246,70,140,1228,609,312,133,93,42,8,19,12
"63",5,41,217,0,205,304,211,172,88,183,1163,570,300,127,88,39,6,19,14
"64",5,45,218,0,207,254,207,123,98,208,1097,533,283,122,85,38,5,19,12
"65",5,49,218,0,203,222,207,89,113,217,1051,513,277,116,77,37,3,16,12
"66",6,1,218,0,213,183,204,63,119,213,995,480,265,110,76,34,2,16,12
"67",6,5,218,0,206,166,205,40,118,212,947,459,254,104,70,31,2,13,14
"68",6,9,218,0,210,155,201,38,108,188,900,441,237,98,66,30,1,14,13
"69",6,13,218,932,207,144,213,34,99,161,1790,932,424,226,89,62,29,15,13
"70",6,17,217,884,208,134,211,34,89,147,1707,884,405,220,83,60,28,13,14
"71",6,21,218,841,201,125,204,31,80,132,1614,841,380,214,75,56,25,10,13
"72",6,25,218,0,211,497,209,423,69,115,1524,787,357,206,74,54,24,8,14
"73",6,29,218,0,207,474,207,397,63,104,1452,746,345,192,71,53,24,7,14
"74",6,33,218,0,206,443,209,383,55,90,1386,716,328,179,67,51,24,6,15
"75",6,37,218,0,195,358,204,235,78,157,1227,606,307,167,60,47,19,6,15
"76",6,41,218,0,203,298,201,167,98,193,1160,577,292,157,58,41,17,5,13
"77",6,45,218,0,203,263,203,122,113,208,1112,558,275,152,56,38,17,3,13
"78",6,49,218,0,206,212,208,92,123,204,1045,523,257,142,54,37,17,2,13
"79",7,1,218,0,203,183,205,73,128,203,995,499,246,136,48,35,16,1,14
"80",7,5,218,0,214,143,206,45,137,192,937,467,230,133,45,35,14,1,12
"81",7,9,218,0,207,130,208,41,127,172,885,437,220,125,43,33,14,0,13
"82",7,13,217,903,208,117,208,38,112,158,1744,903,416,203,122,43,32,12,13
"83",7,17,215,838,197,103,203,34,103,147,1625,838,396,192,112,35,28,11,13
"84",7,21,216,801,206,90,210,29,86,133,1555,801,383,183,106,33,26,10,13
"85",7,25,217,0,202,471,205,393,79,123,1473,763,358,171,102,32,24,10,13
"86",7,29,217,0,208,444,204,373,68,110,1407,724,349,160,97,31,24,10,12
"87",7,33,217,0,207,417,211,352,61,90,1338,686,330,156,92,29,24,10,11
"88",7,37,217,0,199,329,208,229,87,134,1186,573,305,152,84,28,23,10,11
"89",7,41,217,0,206,276,207,157,111,172,1129,543,296,143,79,27,21,9,11
"90",7,45,217,0,208,230,208,117,123,181,1067,503,287,136,76,25,20,9,11
"91",7,49,216,0,209,188,208,80,131,199,1015,477,277,126,73,22,20,9,11
"92",8,1,218,0,210,162,204,64,127,195,962,456,259,121,68,21,19,8,10
"93",8,5,218,0,207,129,208,46,131,188,909,428,246,117,63,21,17,7,10
"94",8,9,218,0,202,113,211,39,121,169,855,396,235,113,60,21,15,6,9
"95",8,13,218,996,210,98,208,36,103,156,1807,996,371,222,111,57,20,15,15
"96",8,17,218,952,201,92,207,32,95,138,1717,952,354,209,102,53,19,15,13
"97",8,21,218,900,209,85,209,30,78,116,1627,900,336,198,97,52,18,13,13
"98",8,25,218,0,205,512,208,446,70,103,1544,851,318,188,96,49,18,12,12
"99",8,29,218,0,203,479,205,417,59,94,1457,803,302,176,90,48,17,10,11
"100",8,33,218,0,201,453,198,399,48,79,1378,771,281,164,79,45,17,10,11
"101",8,37,218,0,206,370,207,244,72,143,1242,667,267,157,73,42,15,10,11
"102",8,41,218,0,204,310,203,178,99,177,1171,624,255,149,71,40,14,9,9
"103",8,45,218,0,210,263,208,127,114,193,1115,590,239,147,68,39,14,9,9
"104",8,49,218,0,209,234,209,92,123,199,1066,559,234,143,63,37,14,8,8
"105",9,1,218,0,208,198,210,69,132,195,1012,534,212,139,62,35,13,9,8
"106",9,5,217,0,205,173,208,51,132,194,963,510,202,131,56,34,13,9,8
"107",9,9,218,0,208,156,203,48,120,171,906,478,193,126,52,30,12,7,8
"108",9,13,218,1037,206,145,208,44,111,154,1905,1037,458,185,118,52,29,11,15
"109",9,17,218,972,208,128,202,40,101,140,1791,972,432,174,112,49,27,11,14
"110",9,21,218,918,207,116,206,36,92,124,1699,918,414,167,107,46,24,10,13
"111",9,25,218,0,206,527,208,473,83,111,1608,862,392,161,105,43,22,10,13
"112",9,29,218,0,210,500,204,443,74,101,1532,818,377,155,98,40,22,9,13
"113",9,33,218,0,202,470,205,416,68,88,1449,772,356,145,96,38,21,8,13
"114",9,37,218,0,200,386,205,253,95,147,1286,658,335,134,85,36,20,7,11
"115",9,41,218,0,205,316,207,181,121,189,1219,625,313,131,78,34,20,7,11
"116",9,45,218,0,197,260,213,119,137,218,1144,584,293,125,75,32,18,6,11
"117",9,49,218,0,207,211,205,91,144,230,1088,553,283,117,73,30,17,6,9
"118",10,1,218,0,210,179,205,76,144,213,1027,517,272,111,70,29,13,6,9
"119",10,5,218,0,203,157,207,48,146,211,972,481,260,108,68,28,12,6,9
"120",10,9,218,0,204,142,207,45,127,192,917,452,248,105,61,27,11,4,9
"121",10,13,218,954,204,126,208,43,115,171,1821,954,430,233,101,55,25,10,13
"122",10,17,218,908,208,122,205,39,104,154,1740,908,413,222,96,55,25,10,11
"123",10,21,218,863,205,115,209,36,95,141,1664,863,399,215,89,53,25,10,10
"124",10,25,218,0,203,511,206,443,87,125,1575,813,379,201,88,50,25,10,9
"125",10,29,218,0,207,478,206,412,82,112,1497,762,373,190,82,48,24,9,9
"126",10,33,218,0,203,447,208,388,66,97,1409,714,351,181,78,46,22,9,8
"127",10,37,218,0,196,364,207,225,77,151,1220,570,330,169,69,44,22,8,8
"128",10,41,218,0,210,298,212,166,101,188,1175,543,317,169,65,43,22,8,8
"129",10,45,218,0,208,254,209,102,121,217,1111,509,300,162,61,42,21,8,8
"130",10,49,217,0,206,210,204,69,135,220,1044,474,289,154,54,40,19,7,7
"131",11,1,218,0,208,183,205,45,132,215,988,450,272,146,52,36,18,7,7
"132",11,5,218,0,211,154,205,31,134,218,953,434,262,144,50,33,17,6,7
"133",11,9,218,0,210,140,208,29,119,193,899,404,249,138,48,32,16,5,7
"134",11,13,218,964,208,132,208,26,111,177,1826,964,390,236,134,44,31,16,11
"135",11,17,218,917,209,119,209,23,103,161,1741,917,373,225,127,43,30,15,11
"136",11,21,217,863,203,117,209,21,86,144,1643,863,361,210,117,38,29,15,10
"137",11,25,218,0,209,504,207,438,70,129,1557,814,342,199,115,36,29,14,8
"138",11,29,218,0,208,483,201,420,62,115,1489,778,331,189,110,35,27,12,7
"139",11,33,218,0,207,448,196,400,54,98,1403,733,316,178,102,34,24,11,5
"140",11,37,218,0,196,375,204,233,73,154,1235,606,300,162,99,30,22,11,5
"141",11,41,218,0,204,313,212,166,97,184,1176,570,291,156,93,29,21,11,5
"142",11,45,218,0,207,256,206,126,120,205,1120,543,276,150,87,28,20,11,5
"143",11,49,218,0,210,232,208,99,120,211,1080,527,268,142,82,26,19,11,5
"144",12,1,218,0,202,203,207,69,129,218,1028,496,258,137,79,24,19,10,5
"145",12,5,217,0,205,176,207,46,129,206,969,460,245,136,73,23,18,9,5
"146",12,9,218,0,205,160,210,44,117,186,922,434,233,130,71,22,18,9,5
"147",12,13,216,983,208,151,209,41,109,172,1873,983,420,226,125,67,21,18,13
"148",12,17,217,911,207,143,204,39,101,157,1762,911,404,213,124,61,19,18,12
"149",12,21,217,856,206,130,205,36,94,140,1667,856,387,202,116,58,19,18,11
"150",12,25,217,0,203,536,200,429,87,123,1578,819,361,188,111,53,18,18,10
"151",12,29,217,0,203,506,209,409,76,105,1508,777,353,181,104,50,17,17,9
"152",12,33,217,0,200,485,206,384,68,95,1438,744,338,174,99,43,15,17,8
"153",12,37,217,0,196,375,200,247,105,153,1276,631,316,165,88,40,14,16,6
"154",12,41,217,0,212,309,211,187,120,177,1216,588,305,163,85,40,14,16,5
"155",12,45,217,0,205,272,209,143,134,203,1166,570,289,152,82,39,14,15,5
"156",12,49,217,0,207,231,211,98,149,221,1117,538,280,150,79,39,13,15,3
"157",13,1,216,0,203,194,213,73,164,221,1068,503,276,146,76,38,12,14,3
"158",13,5,217,0,203,158,207,50,173,223,1014,474,269,138,69,37,12,13,2
"159",13,9,216,0,204,146,208,44,156,202,960,441,258,134,67,34,12,12,2
"160",13,13,215,1049,206,140,203,42,141,184,1965,1049,430,243,128,61,32,9,13
"161",13,17,217,990,203,126,213,34,125,166,1857,990,415,225,117,60,30,9,11
"162",13,21,217,936,204,118,210,33,106,156,1763,936,398,212,111,59,27,9,11
"163",13,25,217,0,202,582,208,443,96,143,1674,885,379,203,104,57,26,9,11
"164",13,29,217,0,198,550,206,422,85,129,1590,840,363,187,103,52,25,9,11
"165",13,33,217,0,198,513,208,399,74,108,1500,796,337,179,98,47,24,8,11
"166",13,37,217,0,207,412,205,274,105,167,1370,696,324,172,92,44,23,8,11
"167",13,41,217,0,208,348,204,202,128,207,1297,646,314,166,90,43,20,8,10
"168",13,45,217,0,203,297,211,139,144,240,1234,614,293,160,87,43,19,8,10
"169",13,49,217,0,209,249,206,100,152,251,1167,581,278,151,82,40,18,8,9
"170",14,1,217,0,210,215,201,72,153,245,1096,543,257,142,81,39,18,8,8
"171",14,5,217,0,209,177,203,51,159,234,1033,507,243,133,79,38,18,8,7
"172",14,9,217,0,208,157,204,46,148,208,971,473,230,123,77,35,18,8,7
"173",14,13,217,993,204,150,203,42,130,189,1911,993,455,215,114,73,32,15,14
"174",14,17,217,946,208,142,208,36,119,168,1827,946,437,204,110,70,31,15,14
"175",14,21,216,889,208,125,206,29,110,153,1720,889,411,191,103,67,30,15,14
"176",14,25,217,0,208,539,203,435,97,133,1615,826,399,179,97,60,27,13,14
"177",14,29,217,0,205,498,206,409,86,113,1517,773,373,174,89,58,25,13,12
"178",14,33,217,0,204,462,202,391,73,101,1433,731,359,163,85,51,22,12,10
"179",14,37,217,0,201,380,205,230,93,150,1259,605,335,153,77,47,22,12,8
"180",14,41,217,0,206,324,202,162,108,183,1185,572,318,142,69,43,22,12,7
"181",14,45,217,0,210,280,203,108,124,200,1125,536,308,135,67,40,20,12,7
"182",14,49,216,0,206,238,208,79,134,203,1068,505,295,129,64,38,19,11,7
"183",15,1,216,0,203,203,209,59,142,198,1014,475,285,121,61,37,19,10,6
"184",15,5,215,0,199,168,203,46,149,187,952,451,266,114,55,33,18,10,5
"185",15,9,216,0,208,154,208,43,133,163,909,432,258,108,49,31,17,9,5
"186",15,13,215,969,204,148,206,41,122,153,1843,969,420,251,99,47,27,17,13
"187",15,17,216,916,202,139,198,41,107,136,1739,916,402,233,95,43,26,13,11
"188",15,21,216,878,207,126,205,36,98,118,1668,878,391,218,92,42,25,12,10
"189",15,25,216,0,207,512,202,457,92,102,1572,824,370,205,87,41,23,12,10
"190",15,29,216,0,208,478,199,430,82,84,1481,774,350,195,84,37,21,11,9
"191",15,33,216,0,204,443,198,406,71,75,1397,730,323,187,82,37,20,9,9
"192",15,37,216,0,195,361,198,243,96,141,1234,617,302,173,75,31,19,8,9
"193",15,41,216,0,210,304,205,172,111,162,1164,574,286,168,73,30,18,7,8
"194",15,45,216,0,205,260,209,119,119,195,1107,545,275,158,70,26,18,7,8
