"","year","week-of-year","no-fox-families","no-cub-foxes","no-breeding-females","no-suboordinate-females","no-alpha-males","no-suboordinate-males","no-disperser-females","no-disperser-males","no-foxes","foxes.less1","foxes.1.2","foxes.2.3","foxes.3.4","foxes.4.5","foxes.5.6","foxes.6.7","foxes.more7"
"1",1,1,213,0,206,0,201,0,251,239,897,83,366,341,107,0,0,0,0
"2",1,5,215,0,211,0,204,0,230,216,861,53,349,327,132,0,0,0,0
"3",1,9,215,0,204,0,204,0,214,193,815,29,312,326,148,0,0,0,0
"4",1,13,215,966,206,0,204,0,191,177,1744,966,305,299,174,0,0,0,0
"5",1,17,213,898,202,0,205,0,179,159,1643,898,274,279,192,0,0,0,0
"6",1,21,216,853,209,0,205,0,155,140,1562,853,239,267,203,0,0,0,0
"7",1,25,216,0,204,407,206,408,143,127,1495,815,204,260,216,0,0,0,0
"8",1,29,216,0,206,373,207,387,126,115,1414,760,180,240,234,0,0,0,0
"9",1,33,216,0,206,355,204,368,111,105,1349,723,155,237,234,0,0,0,0
"10",1,37,216,0,207,301,202,281,129,152,1272,682,127,224,239,0,0,0,0
"11",1,41,216,0,209,247,207,195,145,189,1192,628,105,213,237,9,0,0,0
"12",1,45,216,0,202,218,210,145,151,208,1134,596,86,203,223,26,0,0,0
"13",1,49,216,0,207,185,209,106,152,223,1082,566,61,199,214,42,0,0,0
"14",2,1,216,0,199,163,205,87,153,212,1019,533,45,187,195,59,0,0,0
"15",2,5,216,0,206,142,210,64,142,206,970,503,32,181,181,73,0,0,0
"16",2,9,216,0,202,128,205,61,129,190,915,472,17,166,184,76,0,0,0
"17",2,13,215,996,202,118,209,57,116,169,1867,996,457,162,162,90,0,0,0
"18",2,17,216,939,207,110,205,52,101,158,1772,939,437,146,153,97,0,0,0
"19",2,21,215,888,201,103,207,49,89,143,1680,888,416,125,147,104,0,0,0
"20",2,25,216,0,208,529,206,449,78,131,1601,846,396,109,138,112,0,0,0
"21",2,29,216,0,205,499,203,425,70,119,1521,801,383,101,119,117,0,0,0
"22",2,33,216,0,201,469,208,392,57,107,1434,753,363,87,116,115,0,0,0
"23",2,37,216,0,203,391,202,292,87,170,1345,705,338,73,114,115,0,0,0
"24",2,41,216,0,203,330,204,210,109,199,1255,653,314,63,112,108,5,0,0
"25",2,45,216,0,200,266,204,151,123,218,1162,602,296,49,105,96,14,0,0
"26",2,49,216,0,206,218,201,108,137,226,1096,564,285,32,107,86,22,0,0
"27",3,1,216,0,212,192,205,72,136,225,1042,531,274,24,106,77,30,0,0
"28",3,5,216,0,207,165,202,50,134,217,975,497,254,16,95,79,34,0,0
"29",3,9,216,0,201,153,203,46,125,198,926,473,245,7,84,83,34,0,0
"30",3,13,214,910,206,142,208,37,113,177,1793,910,449,239,81,71,43,0,0
"31",3,17,216,857,206,134,204,33,107,163,1704,857,434,226,72,70,45,0,0
"32",3,21,215,805,203,122,208,30,97,144,1609,805,411,215,63,65,50,0,0
"33",3,25,216,0,208,503,206,399,86,123,1525,760,390,205,53,63,54,0,0
"34",3,29,216,0,207,467,207,372,76,110,1439,706,372,196,51,56,58,0,0
"35",3,33,216,0,206,441,202,356,68,101,1374,673,355,187,46,55,58,0,0
"36",3,37,216,0,204,374,204,250,97,165,1294,623,345,180,39,50,57,0,0
"37",3,41,216,0,211,327,202,182,112,206,1240,605,326,169,34,49,56,1,0
"38",3,45,216,0,204,268,205,122,133,242,1174,576,305,158,28,48,52,7,0
"39",3,49,216,0,207,224,200,89,138,242,1100,532,287,156,20,49,45,11,0
"40",4,1,216,0,207,190,205,59,148,239,1048,501,274,150,13,51,43,16,0
"41",4,5,216,0,210,153,199,44,155,229,990,470,263,142,7,45,43,20,0
"42",4,9,216,0,208,143,204,40,147,203,945,444,256,137,4,45,41,18,0
"43",4,13,216,953,205,136,209,36,137,182,1858,953,427,245,131,47,32,23,0
"44",4,17,216,875,204,124,206,34,129,170,1742,875,416,232,122,46,29,22,0
"45",4,21,216,837,205,114,207,32,115,155,1665,837,395,220,119,43,29,22,0
"46",4,25,216,0,201,525,208,402,105,142,1583,795,376,212,112,35,28,25,0
"47",4,29,216,0,203,499,202,375,90,130,1499,752,356,206,102,33,26,24,0
"48",4,33,216,0,206,464,207,349,79,116,1421,702,345,195,101,29,24,25,0
"49",4,37,216,0,205,387,207,261,110,160,1330,642,337,183,93,24,23,28,0
"50",4,41,216,0,198,336,207,181,129,210,1261,607,326,166,90,20,23,28,1
"51",4,45,216,0,200,284,209,127,139,232,1191,566,309,162,85,15,24,27,3
"52",4,49,216,0,206,232,201,92,153,245,1129,537,290,153,82,9,28,23,7
"53",5,1,216,0,203,197,206,67,161,240,1074,510,277,146,79,6,26,20,10
"54",5,5,214,0,203,163,206,45,169,240,1026,492,263,137,74,3,26,20,11
"55",5,9,215,0,205,147,204,40,148,219,963,459,245,133,69,1,26,20,10
"56",5,13,215,942,209,135,209,38,135,198,1866,942,438,239,124,66,27,18,12
"57",5,17,215,886,206,124,206,36,129,185,1772,886,428,227,115,62,25,18,11
"58",5,21,215,833,205,117,204,32,115,172,1678,833,410,220,106,59,24,18,8
"59",5,25,215,0,199,512,207,416,105,155,1594,796,386,205,100,57,22,17,11
"60",5,29,215,0,205,484,202,404,96,145,1536,763,375,200,94,55,21,16,12
"61",5,33,215,0,204,455,204,377,85,127,1452,715,357,194,87,54,20,14,11
"62",5,37,215,0,202,396,210,259,99,203,1369,664,343,185,81,51,17,13,15
"63",5,41,215,0,203,332,210,201,118,237,1301,627,327,182,79,44,13,14,15
"64",5,45,215,0,204,282,204,157,126,248,1221,580,310,174,75,42,10,15,15
"65",5,49,214,0,203,243,204,109,133,260,1152,543,300,165,68,38,7,15,16
"66",6,1,215,0,208,202,205,79,131,262,1087,505,284,161,64,37,4,16,16
"67",6,5,215,0,200,171,203,53,137,263,1027,474,265,155,63,35,2,17,16
"68",6,9,215,0,210,159,208,46,118,238,979,448,254,146,61,35,1,17,17
"69",6,13,213,951,200,150,203,43,110,221,1878,951,430,239,131,58,34,18,17
