"","year","week","total.fox.density","all.but.cub.density","bait.take","bait.cost"
"1",1,1,1.58005560065751,1.57382480844895,0.4,45
"2",1,3,1.53735634816931,1.53240836612135,0.377777777777778,90
"3",1,5,1.52104633327039,1.51170014495755,0.422222222222222,135
"4",1,7,1.49813900897415,1.49099192379375,0.333333333333333,180
"5",1,9,1.46588549636504,1.47028370262994,0.333333333333333,225
"6",1,11,1.47074184911585,1.47028370262994,0.311111111111111,270
"7",1,13,1.43601434548274,1.42886726030234,0.2,315
"8",1,15,1.41035814227095,1.40815903913854,0.488888888888889,360
"9",1,17,1.39368161018329,1.38745081797474,0.4,405
"10",1,19,1.37297338901949,1.36674259681093,0.333333333333333,450
"11",1,21,1.36005365811641,1.34603437564713,0.466666666666667,495
"12",1,23,1.35318146082753,1.34603437564713,0.422222222222222,540
"13",1,25,1.3509823576951,1.34603437564713,0.355555555555556,585
"14",1,27,1.33155694669188,1.32532615448333,0.355555555555556,630
"15",1,29,1.31084872552808,1.30461793331953,0.466666666666667,675
"16",1,31,1.29014050436428,1.28390971215573,0.444444444444444,720
"17",1,33,1.21986083342341,1.20107682750052,0.222222222222222,765
"18",1,35,1.15801105782356,1.15966038517291,0.333333333333333,810
"19",1,37,2.50083840806936,1.13895216400911,0.311111111111111,855
"20",1,39,2.49579879672419,1.13895216400911,0.355555555555556,900
"21",1,41,2.42597727226925,1.11824394284531,0.311111111111111,945
"22",1,43,2.36944199590611,1.09753572168151,0.222222222222222,990
"23",1,45,2.27845410380142,1.0561192793539,0.4,1035
"24",1,47,2.22466770635384,1.07682750051771,0.155555555555556,1080
"25",1,49,2.13367981424915,2.0708221163802,0.488888888888889,1125
"26",1,51,2.09391269927088,2.0294056740526,0.333333333333333,1170
"27",2,1,1.9828579910827,1.94657278939739,0.4,45
"28",2,3,1.87207817078607,1.82232346241458,0.533333333333333,90
"29",2,5,1.83496830542616,1.78090702008697,0.533333333333333,135
"30",2,7,1.81251912761585,1.76019879892317,0.444444444444444,180
"31",2,9,1.71355948665606,1.65665769310416,0.4,225
"32",2,11,1.70137279013045,1.67736591426796,0.333333333333333,270
"33",2,13,1.63494154967135,1.59453302961276,0.511111111111111,315
"34",2,15,1.51765604927459,1.47028370262994,0.422222222222222,360
"35",2,17,1.4059599360061,1.34603437564713,0.488888888888889,405
"36",2,19,1.36619282102782,1.32532615448333,0.4,450
"37",2,21,1.32202749978467,1.28390971215573,0.444444444444444,495
"38",2,23,1.31543019038735,1.26320149099192,0.288888888888889,540
"39",2,25,1.26219356872288,1.22178504866432,0.355555555555556,585
"40",2,27,1.25807025034956,1.22178504866432,0.355555555555556,630
"41",2,29,1.23030657330252,1.18036860633672,0.4,675
"42",2,31,1.18091838211982,1.15966038517291,0.222222222222222,720
"43",2,33,1.17652017585494,1.15966038517291,0.244444444444444,765
"44",2,35,1.11054708188176,1.11824394284531,0.266666666666667,810
"45",2,37,2.48232929003795,1.0561192793539,0.355555555555556,855
"46",2,39,2.45016740672603,1.0561192793539,0.333333333333333,900
"47",2,41,2.30282749685262,0.931869952371091,0.266666666666667,945
"48",2,43,2.14604976936916,0.931869952371091,0.244444444444444,990
"49",2,45,2.07054722848874,0.911161731207289,0.177777777777778,1035
"50",2,47,2.01492824509745,0.890453510043487,0.177777777777778,1080
"51",2,49,1.90167443377683,1.90515634706979,0.444444444444444,1125
"52",2,51,1.84284842498407,1.84303168357838,0.466666666666667,1170
"53",3,1,1.78805410526747,1.78090702008697,0.466666666666667,45
"54",3,3,1.73710821603263,1.73949057775937,0.488888888888889,90
"55",3,5,1.5715340760194,1.55311658728515,0.466666666666667,135
"56",3,7,1.49923856054045,1.49099192379375,0.333333333333333,180
"57",3,9,1.60616995035527,1.61524125077656,0.444444444444444,225
"58",3,11,1.45287413616482,1.42886726030234,0.266666666666667,270
"59",3,13,1.50620238712646,1.51170014495755,0.355555555555556,315
"60",3,15,1.41054140086535,1.40815903913854,0.311111111111111,360
"61",3,17,1.35638848622903,1.34603437564713,0.4,405
"62",3,19,1.29041539225585,1.28390971215573,0.4,450
"63",3,21,1.2432263042056,1.24249326982812,0.288888888888889,495
"64",3,23,1.15700313555454,1.15966038517291,0.244444444444444,540
"65",3,25,1.05410343481583,1.0561192793539,0.288888888888889,585
"66",3,27,1.02487368901382,1.0147028370263,0.266666666666667,630
"67",3,29,1.03119611051959,1.0354110581901,0.222222222222222,675
"68",3,31,0.959175482932196,0.952578173534893,0.377777777777778,720
"69",3,33,0.928571297672415,0.931869952371091,0.244444444444444,765
"70",3,35,0.9128110585566,0.911161731207289,0.177777777777778,810
"71",3,37,1.9402503678917,0.869745288879685,0.266666666666667,855
"72",3,39,2.01437846931436,0.952578173534893,0.2,900
"73",3,41,2.01694408963554,0.952578173534893,0.222222222222222,945
"74",3,43,1.88041643682992,0.911161731207289,0.288888888888889,990
"75",3,45,1.82983706478381,0.890453510043487,0.2,1035
"76",3,47,1.7200651667562,0.849037067715883,0.377777777777778,1080
"77",3,49,1.69422570495004,1.76019879892317,0.355555555555556,1125
"78",3,51,1.69422570495004,1.76019879892317,0.511111111111111,1170
"79",4,1,1.61918131055555,1.67736591426796,0.444444444444444,45
"80",4,3,1.5773983510392,1.63594947194036,0.377777777777778,90
"81",4,5,1.54908489820905,1.61524125077656,0.444444444444444,135
