"","year","week-of-year","total-fox-density","all-fox-but-cub-density","bait-take","bait-cost","littersize"
"1",1,1,2.1597917398913,2.21577966452682,0.422222222222222,45,2.992
"2",1,3,2.08740459511518,2.15365500103541,0.4,90,2.992
"3",1,5,2.06087912560787,2.11223855870781,0.4,135,2.992
"4",1,7,2.08740459511518,2.15365500103541,0.444444444444444,180,2.992
"5",1,9,2.04598815278758,2.11223855870781,0.466666666666667,225,2.992
"6",1,11,2.02619622459562,2.091530337544,0.466666666666667,270,2.992
"7",1,13,1.98423000648491,2.0501138952164,0.377777777777778,315,2.992
"8",1,15,1.98615422172579,2.0501138952164,0.444444444444444,360,2.992
"9",1,17,1.90084734604659,1.96728101056119,0.422222222222222,405,2.992
"10",1,19,1.90103060464096,1.96728101056119,0.377777777777778,450,2.992
"11",1,21,1.88032238347716,1.94657278939739,0.4,495,2.992
"12",1,23,1.86327933420075,1.92586456823359,0.555555555555556,540,2.992
"13",1,25,1.77678127765815,1.84303168357838,0.533333333333333,585,2.992
"14",1,27,1.73151640484877,1.80161524125078,0.466666666666667,630,2.992
"15",1,29,1.73673927478832,1.80161524125078,0.377777777777778,675,2.992
"16",1,31,1.73536483533055,1.80161524125078,0.488888888888889,720,2.992
"17",1,33,1.69303210003109,1.76019879892317,0.222222222222222,765,2.992
"18",1,35,1.63457260842708,1.69807413543177,0.4,810,2.992
"19",1,37,2.76861654489821,1.69807413543177,0.444444444444444,855,2.992
"20",1,39,2.68926557353603,1.67736591426796,0.333333333333333,900,2.992
"21",1,41,2.61898590259515,1.61524125077656,0.355555555555556,945,2.992
"22",1,43,2.4743032423401,1.57382480844895,0.311111111111111,990,2.992
"23",1,45,2.45808728079384,1.55311658728515,0.311111111111111,1035,2.992
"24",1,47,2.42001409578575,1.53240836612135,0.4,1080,2.992
"25",1,49,2.32490288530775,2.40215365500104,0.466666666666667,1125,2.992
"26",1,51,2.25599765382465,2.34002899150963,0.511111111111111,1170,2.992
"27",2,1,2.18745893953027,2.25719610685442,0.511111111111111,45,2.992
"28",2,3,2.18645101726124,2.27790432801822,0.488888888888889,90,2.992
"29",2,5,2.15960363318604,2.25719610685442,0.577777777777778,135,2.992
"30",2,7,2.10733033116976,2.19507144336302,0.533333333333333,180,2.992
"31",2,9,1.97382886922675,2.0294056740526,0.488888888888889,225,2.992
"32",2,11,1.93103798744138,2.0294056740526,0.311111111111111,270,2.992
"33",2,13,1.87541900405008,1.96728101056119,0.466666666666667,315,2.992
"34",2,15,1.82726902040712,1.90515634706979,0.444444444444444,360,2.992
"35",2,17,1.7225367337247,1.80161524125078,0.466666666666667,405,2.992
"36",2,19,1.64107828852725,1.71878235659557,0.555555555555556,450,2.992
"37",2,21,1.60204420792645,1.67736591426796,0.377777777777778,495,2.992
"38",2,23,1.53451341590113,1.63594947194036,0.444444444444444,540,2.992
"39",2,25,1.45268845351496,1.53240836612135,0.377777777777778,585,2.992
"40",2,27,1.42373359560451,1.51170014495755,0.444444444444444,630,2.992
"41",2,29,1.29737679478644,1.36674259681093,0.488888888888889,675,2.992
"42",2,31,1.20519772181837,1.28390971215573,0.422222222222222,720,2.992
"43",2,33,1.17248606272333,1.26320149099192,0.288888888888889,765,2.992
"44",2,35,1.12923703445203,1.22178504866432,0.222222222222222,810,2.992
"45",2,37,2.20317457602527,1.20107682750052,0.266666666666667,855,2.992
"46",2,39,2.12218683564381,1.20107682750052,0.266666666666667,900,2.992
"47",2,41,2.027167254463,1.13895216400911,0.333333333333333,945,2.992
"48",2,43,1.95691019603341,1.11824394284531,0.422222222222222,990,2.992
"49",2,45,1.88686081036323,1.07682750051771,0.311111111111111,1035,2.992
"50",2,47,1.77324048185387,0.993994615862497,0.266666666666667,1080,2.992
"51",2,49,1.70331506458467,1.92586456823359,0.422222222222222,1125,2.992
"52",2,51,1.64201506476794,1.86373990474218,0.466666666666667,1170,2.992
"53",3,1,1.54626244920963,1.73949057775937,0.377777777777778,45,2.992
"54",3,3,1.4581150653177,1.63594947194036,0.311111111111111,90,2.992
"55",3,5,1.44638651527803,1.61524125077656,0.333333333333333,135,2.992
"56",3,7,1.36868487126514,1.53240836612135,0.511111111111111,180,2.992
"57",3,9,1.32969781734073,1.49099192379375,0.444444444444444,225,2.992
"58",3,11,1.32759034350548,1.47028370262994,0.422222222222222,270,2.992
"59",3,13,1.24164206274596,1.36674259681093,0.377777777777778,315,2.992
"60",3,15,1.23861829593885,1.34603437564713,0.266666666666667,360,2.992
"61",3,17,1.15083742923564,1.26320149099192,0.266666666666667,405,2.992
"62",3,19,1.10319019469946,1.22178504866432,0.4,450,2.992
"63",3,21,1.04949542654906,1.18036860633672,0.377777777777778,495,2.992
"64",3,23,1.00737846707018,1.11824394284531,0.311111111111111,540,2.992
"65",3,25,0.98648698731201,1.09753572168151,0.244444444444444,585,2.992
"66",3,27,0.918636704774277,1.0147028370263,0.244444444444444,630,2.992
"67",3,29,0.882443132386212,0.973286394698695,0.311111111111111,675,2.992
"68",3,31,0.861734911222409,0.952578173534893,0.266666666666667,720,2.992
"69",3,33,0.859077661604043,0.952578173534893,0.355555555555556,765,2.992
"70",3,35,0.799610247730999,0.890453510043487,0.266666666666667,810,2.992
"71",3,37,1.66737935198527,0.869745288879685,0.266666666666667,855,2.992
"72",3,39,1.4639633787722,0.869745288879685,0.266666666666667,900,2.992
"73",3,41,1.47061177715059,0.911161731207289,0.155555555555556,945,2.992
"74",3,43,1.45004350303635,0.890453510043487,0.333333333333333,990,2.992
"75",3,45,1.41632392167228,0.869745288879685,0.244444444444444,1035,2.992
"76",3,47,1.37976383209548,0.849037067715883,0.266666666666667,1080,2.992
"77",3,49,1.35841420585137,1.63594947194036,0.355555555555556,1125,2.992
"78",3,51,1.35016756910473,1.63594947194036,0.355555555555556,1170,2.992
"79",4,1,1.33211659755928,1.61524125077656,0.355555555555556,45,2.992
"80",4,3,1.30238410265049,1.57382480844895,0.266666666666667,90,2.992
"81",4,5,1.28002655413737,1.55311658728515,0.422222222222222,135,2.992
"82",4,7,1.2178102613488,1.47028370262994,0.333333333333333,180,2.992
"83",4,9,1.35754736361135,1.55311658728515,0.511111111111111,225,2.992
"84",4,11,1.28012060749006,1.47028370262994,0.4,270,2.992
"85",4,13,1.42301770847775,1.59453302961276,0.377777777777778,315,2.992
"86",4,15,1.34794828276862,1.51170014495755,0.333333333333333,360,2.992
"87",4,17,1.35986009140266,1.53240836612135,0.266666666666667,405,2.992
"88",4,19,1.26188880140573,1.40815903913854,0.333333333333333,450,2.992
"89",4,21,1.24761420235107,1.40815903913854,0.288888888888889,495,2.992
"90",4,23,1.21664349990255,1.36674259681093,0.422222222222222,540,2.992
"91",4,25,1.21664349990255,1.36674259681093,0.355555555555556,585,2.992
"92",4,27,1.19831764046556,1.34603437564713,0.311111111111111,630,2.992
"93",4,29,1.13339949543775,1.26320149099192,0.311111111111111,675,2.992
"94",4,31,1.11585127299909,1.26320149099192,0.222222222222222,720,2.992
"95",4,33,1.10499441331041,1.24249326982812,0.266666666666667,765,2.992
"96",4,35,1.10499441331041,1.24249326982812,0.333333333333333,810,2.992
"97",4,37,2.23240812500563,1.22178504866432,0.244444444444444,855,2.992
"98",4,39,2.16923093662434,1.13895216400911,0.266666666666667,900,2.992
"99",4,41,2.10435739421736,1.09753572168151,0.244444444444444,945,2.992
"100",4,43,2.04980871926871,1.0354110581901,0.133333333333333,990,2.992
"101",4,45,1.99363996009432,1.0147028370263,0.222222222222222,1035,2.992
"102",4,47,1.95533891387098,1.0354110581901,0.288888888888889,1080,2.992
"103",4,49,1.9070502742545,2.17436322219921,0.533333333333333,1125,2.992
"104",4,51,1.85596238132211,2.11223855870781,0.311111111111111,1170,2.992
"105",5,1,1.7524212755031,2.0086974528888,0.355555555555556,45,2.992
"106",5,3,1.69634414562589,1.94657278939739,0.377777777777778,90,2.992
"107",5,5,1.67829317408045,1.92586456823359,0.466666666666667,135,2.992
"108",5,7,1.57099526707684,1.80161524125078,0.222222222222222,180,2.992
"109",5,9,1.59948528305332,1.73949057775937,0.466666666666667,225,2.992
"110",5,11,1.50428486733362,1.61524125077656,0.355555555555556,270,2.992
"111",5,13,1.41045646701621,1.51170014495755,0.533333333333333,315,2.992
"112",5,15,1.3537379320587,1.44957548146614,0.4,360,2.992
"113",5,17,1.37663613685143,1.47028370262994,0.244444444444444,405,2.992
"114",5,19,1.35290414888052,1.42886726030234,0.4,450,2.992
"115",5,21,1.35460050290618,1.42886726030234,0.2,495,2.992
"116",5,23,1.29829308775828,1.36674259681093,0.2,540,2.992
"117",5,25,1.29682701900332,1.38745081797474,0.422222222222222,585,2.992
"118",5,27,1.28775571858201,1.36674259681093,0.288888888888889,630,2.992
"119",5,29,1.24863000868403,1.32532615448333,0.2,675,2.992
"120",5,31,1.21225317770159,1.28390971215573,0.4,720,2.992
"121",5,33,1.18980399989127,1.26320149099192,0.288888888888889,765,2.992
"122",5,35,1.11906618246448,1.20107682750052,0.222222222222222,810,2.992
"123",5,37,2.31780525085914,1.18036860633672,0.333333333333333,855,2.992
"124",5,39,2.19502199263129,1.11824394284531,0.2,900,2.992
"125",5,41,2.12171855488332,1.07682750051771,0.311111111111111,945,2.992
"126",5,43,2.06710749376107,1.0561192793539,0.222222222222222,990,2.992
"127",5,45,2.05171377183399,1.0354110581901,0.288888888888889,1035,2.992
"128",5,47,2.03118880926457,1.0354110581901,0.244444444444444,1080,2.992
"129",5,49,1.9339701249513,2.0294056740526,0.422222222222222,1125,2.992
"130",5,51,1.91408656746218,2.0086974528888,0.422222222222222,1170,2.992
"131",6,1,1.86240764384985,1.96728101056119,0.511111111111111,45,2.992
"132",6,3,1.78782139594128,1.88444812590598,0.422222222222222,90,2.992
"133",6,5,1.76656339899439,1.86373990474218,0.488888888888889,135,2.992
"134",6,7,1.73412662779091,1.84303168357838,0.4,180,2.992
"135",6,9,1.75204136741826,1.84303168357838,0.466666666666667,225,2.992
"136",6,11,1.62669248886922,1.71878235659557,0.555555555555556,270,2.992
"137",6,13,1.56969906602017,1.63594947194036,0.422222222222222,315,2.992
"138",6,15,1.52076902132338,1.57382480844895,0.311111111111111,360,2.992
"139",6,17,1.47651207078304,1.53240836612135,0.4,405,2.992
"140",6,19,1.41328785572541,1.44957548146614,0.244444444444444,450,2.992
"141",6,21,1.34419936564796,1.40815903913854,0.377777777777778,495,2.992
"142",6,23,1.30278292332034,1.36674259681093,0.311111111111111,540,2.992
"143",6,25,1.25852597278,1.32532615448333,0.288888888888889,585,2.992
"144",6,27,1.19640130928859,1.26320149099192,0.244444444444444,630,2.992
"145",6,29,1.20281536009154,1.26320149099192,0.488888888888889,675,2.992
"146",6,31,1.20775049691095,1.26320149099192,0.4,720,2.992
"147",6,33,1.14443465255614,1.20107682750052,0.311111111111111,765,2.992
"148",6,35,1.07846155858296,1.11824394284531,0.511111111111111,810,2.992
"149",6,37,2.13903406799578,1.09753572168151,0.444444444444444,855,2.992
"150",6,39,2.06150283734873,1.07682750051771,0.288888888888889,900,2.992
"151",6,41,2.00789969849551,1.0561192793539,0.266666666666667,945,2.992
"152",6,43,1.92749620224345,1.0147028370263,0.311111111111111,990,2.992
"153",6,45,1.86106496178436,0.973286394698695,0.355555555555556,1035,2.992
"154",6,47,1.8303691472274,0.952578173534893,0.288888888888889,1080,2.992
"155",6,49,1.81589171827218,1.94657278939739,0.4,1125,2.992
"156",6,51,1.79600816078304,1.90515634706979,0.4,1170,2.992
"157",7,1,1.74350457349605,1.84303168357838,0.533333333333333,45,2.992
"158",7,3,1.75651593369631,1.86373990474218,0.422222222222222,90,2.992
"159",7,5,1.73580771253252,1.84303168357838,0.4,135,2.992
"160",7,7,1.71372505191093,1.82232346241458,0.422222222222222,180,2.992
"161",7,9,1.44569893647174,1.49099192379375,0.355555555555556,225,2.992
"162",7,11,1.3637823447884,1.42886726030234,0.488888888888889,270,2.992
"163",7,13,1.47923525924146,1.55311658728515,0.377777777777778,315,2.992
"164",7,15,1.42150880201492,1.49099192379375,0.311111111111111,360,2.992
"165",7,17,1.2959766648715,1.34603437564713,0.377777777777778,405,2.992
"166",7,19,1.23550132872941,1.28390971215573,0.4,450,2.992
"167",7,21,1.19600910164269,1.24249326982812,0.244444444444444,495,2.992
"168",7,23,1.1760809415327,1.22178504866432,0.244444444444444,540,2.992
"169",7,25,1.06085588829486,1.09753572168151,0.2,585,2.992
"170",7,27,1.05755723359621,1.11824394284531,0.377777777777778,630,2.992
"171",7,29,1.05709908711028,1.11824394284531,0.333333333333333,675,2.992
"172",7,31,0.994974423618874,1.0561192793539,0.222222222222222,720,2.992
"173",7,33,0.984620313036974,1.0354110581901,0.222222222222222,765,2.992
"174",7,35,0.964095350467542,1.0147028370263,0.266666666666667,810,2.992
"175",7,37,1.92887670863632,0.993994615862497,0.333333333333333,855,2.992
"176",7,39,1.94780372477075,1.0147028370263,0.288888888888889,900,2.992
"177",7,41,1.94817024195949,1.0147028370263,0.333333333333333,945,2.992
"178",7,43,1.87514169210309,0.973286394698695,0.311111111111111,990,2.992
"179",7,45,1.76527816477829,0.952578173534893,0.2,1035,2.992
"180",7,47,1.68986725319505,0.911161731207289,0.177777777777778,1080,2.992
"181",7,49,1.62810910689238,1.76019879892317,0.466666666666667,1125,2.992
"182",7,51,1.59741329233541,1.71878235659557,0.422222222222222,1170,2.992
"183",8,1,1.55691314297964,1.67736591426796,0.466666666666667,45,2.992
"184",8,3,1.48993212673743,1.59453302961276,0.377777777777778,90,2.992
"185",8,5,1.48892420446841,1.59453302961276,0.355555555555556,135,2.992
"186",8,7,1.4196078531757,1.51170014495755,0.311111111111111,180,2.992
"187",8,9,1.50541990201721,1.59453302961276,0.333333333333333,225,2.992
"188",8,11,1.50752737585245,1.59453302961276,0.488888888888889,270,2.992
"189",8,13,1.3766807394723,1.44957548146614,0.466666666666667,315,2.992
"190",8,15,1.23850375931737,1.30461793331953,0.422222222222222,360,2.992
"191",8,17,1.26274092045052,1.32532615448333,0.311111111111111,405,2.992
"192",8,19,1.20551963638624,1.26320149099192,0.377777777777778,450,2.992
"193",8,21,1.15883329744276,1.22178504866432,0.311111111111111,495,2.992
"194",8,23,1.10839258137017,1.15966038517291,0.266666666666667,540,2.992
"195",8,25,1.09588397027668,1.15966038517291,0.355555555555556,585,2.992
"196",8,27,1.07664181786784,1.13895216400911,0.244444444444444,630,2.992
"197",8,29,1.01350923210739,1.07682750051771,0.222222222222222,675,2.992
"198",8,31,1.01543344734828,1.07682750051771,0.244444444444444,720,2.992
"199",8,33,0.986433986816978,1.0354110581901,0.333333333333333,765,2.992
"200",8,35,0.934891295122694,0.993994615862497,0.222222222222222,810,2.992
"201",8,37,2.25343203350351,0.993994615862497,0.288888888888889,855,2.992
"202",8,39,2.25155484493894,1.0354110581901,0.244444444444444,900,2.992
"203",8,41,2.18805574198976,1.0147028370263,0.155555555555556,945,2.992
"204",8,43,2.13930895588736,1.0147028370263,0.422222222222222,990,2.992
"205",8,45,2.11745658053648,1.0147028370263,0.311111111111111,1035,2.992
"206",8,47,2.0490094955393,0.973286394698695,0.311111111111111,1080,2.992
"207",8,49,2.00566883797083,2.21577966452682,0.4,1125,2.992
"208",8,51,1.9363054600018,2.13294677987161,0.377777777777778,1170,2.992
"209",9,1,1.93786315805394,2.13294677987161,0.4,45,2.992
"210",9,3,1.84871027594843,2.0294056740526,0.377777777777778,90,2.992
"211",9,5,1.81004271253637,1.98798923172499,0.355555555555556,135,2.992
"212",9,7,1.74471102364349,1.90515634706979,0.422222222222222,180,2.992
"213",9,9,1.68267798944924,1.80161524125078,0.533333333333333,225,2.992
"214",9,11,1.5958134157179,1.67736591426796,0.511111111111111,270,2.992
"215",9,13,1.44966468670787,1.53240836612135,0.422222222222222,315,2.992
"216",9,15,1.44041012769219,1.51170014495755,0.311111111111111,360,2.992
"217",9,17,1.35794376022569,1.42886726030234,0.311111111111111,405,2.992
"218",9,19,1.31533613703468,1.38745081797474,0.333333333333333,450,2.992
"219",9,21,1.27117081579153,1.32532615448333,0.333333333333333,495,2.992
