"","year","week-of-year","total-fox-density","all-fox-but-cub-density","bait-take","bait-cost","baitdensity"
"1",1,1,1.86062450863788,1.84303168357838,0.521739130434783,23,0.5
"2",1,3,1.84165724412059,1.82232346241458,0.565217391304348,46,0.5
"3",1,5,1.79849984514648,1.78090702008697,0.434782608695652,69,0.5
"4",1,7,1.79849984514648,1.78090702008697,0.347826086956522,92,0.5
"5",1,9,1.71566696049127,1.69807413543177,0.304347826086957,115,0.5
"6",1,11,1.70311374677693,1.69807413543177,0.347826086956522,138,0.5
"7",1,13,1.65400044348578,1.63594947194036,0.478260869565217,161,0.5
"8",1,15,1.67425051816367,1.65665769310416,0.478260869565217,184,0.5
"9",1,17,1.67425051816367,1.65665769310416,0.304347826086957,207,0.5
"10",1,19,1.63283407583606,1.61524125077656,0.260869565217391,230,0.5
"11",1,21,1.61212585467226,1.59453302961276,0.478260869565217,253,0.5
"12",1,23,1.61212585467226,1.59453302961276,0.260869565217391,276,0.5
"13",1,25,1.52984274580016,1.51170014495755,0.260869565217391,299,0.5
"14",1,27,1.57070941234465,1.55311658728515,0.521739130434783,322,0.5
"15",1,29,1.50876800744761,1.49099192379375,0.391304347826087,345,0.5
"16",1,31,1.44068743963918,1.40815903913854,0.304347826086957,368,0.5
"17",1,33,1.42914214819388,1.40815903913854,0.304347826086957,391,0.5
"18",1,35,1.41906292550354,1.40815903913854,0.347826086956522,414,0.5
"19",1,37,2.98949744995683,1.34603437564713,0.0869565217391304,437,0.5
"20",1,39,2.94294976698684,1.32532615448333,0.347826086956522,460,0.5
"21",1,41,2.84948788385818,1.28390971215573,0.217391304347826,483,0.5
"22",1,43,2.70938668846235,1.22178504866432,0.434782608695652,506,0.5
"23",1,45,2.66641254808261,1.22178504866432,0.391304347826087,529,0.5
"24",1,47,2.47279984313074,1.13895216400911,0.391304347826087,552,0.5
"25",1,49,2.40691837845473,2.38144543383723,0.565217391304348,575,0.5
"26",1,51,2.34763422317606,2.31932077034583,0.434782608695652,598,0.5
"27",2,1,2.2451010396261,2.19507144336302,0.347826086956522,23,0.5
"28",2,3,2.21962809500868,2.17436322219921,0.434782608695652,46,0.5
"29",2,5,2.17518788587395,2.13294677987161,0.478260869565217,69,0.5
"30",2,7,2.08942286370884,2.0501138952164,0.521739130434783,92,0.5
"31",2,9,2.04644872332904,2.0086974528888,0.521739130434783,115,0.5
"32",2,11,1.94538160853404,1.90515634706979,0.347826086956522,138,0.5
"33",2,13,1.92320731861527,1.88444812590598,0.478260869565217,161,0.5
"34",2,15,1.80720462837909,1.80161524125078,0.521739130434783,184,0.5
