"","year","week","total.fox.density","all.but.cub.density","bait.take","bait.cost"
"1",1,1,2.12939329813346,2.091530337544,0.444444444444444,45
"2",1,3,2.14985645159118,2.11223855870781,0.577777777777778,90
"3",1,5,2.08773178809978,2.0501138952164,0.533333333333333,135
"4",1,7,2.04067878853232,2.0086974528888,0.422222222222222,180
"5",1,9,2.00453130188545,1.96728101056119,0.511111111111111,225
"6",1,11,1.9730401016541,1.94657278939739,0.355555555555556,270
"7",1,13,1.96348246111696,1.92586456823359,0.377777777777778,315
"8",1,15,1.94632772169133,1.90515634706979,0.466666666666667,360
"9",1,17,1.92212728571588,1.88444812590598,0.488888888888889,405
"10",1,19,1.90135779762556,1.86373990474218,0.444444444444444,450
"11",1,21,1.85957375373883,1.82232346241458,0.422222222222222,495
"12",1,23,1.83010436208265,1.80161524125078,0.288888888888889,540
"13",1,25,1.83230997143738,1.80161524125078,0.333333333333333,585
"14",1,27,1.83923313413415,1.80161524125078,0.422222222222222,630
"15",1,29,1.81852491297035,1.78090702008697,0.355555555555556,675
"16",1,31,1.77649580137754,1.73949057775937,0.266666666666667,720
"17",1,33,1.75640024947894,1.71878235659557,0.466666666666667,765
"18",1,35,1.73753003611074,1.69807413543177,0.333333333333333,810
"19",1,37,2.85577397895603,1.67736591426796,0.377777777777778,855
"20",1,39,2.83402422004139,1.67736591426796,0.311111111111111,900
"21",1,41,2.80283935444266,1.65665769310416,0.288888888888889,945
"22",1,43,2.69243635285339,1.59453302961276,0.377777777777778,990
"23",1,45,2.64556715406551,1.57382480844895,0.244444444444444,1035
"24",1,47,2.58668963767967,1.57382480844895,0.333333333333333,1080
"25",1,49,2.50728770090959,2.52640298198385,0.466666666666667,1125
"26",1,51,2.35454925309493,2.36073721267343,0.355555555555556,1170
"27",2,1,2.28323455062551,2.27790432801822,0.466666666666667,45
"28",2,3,2.22092608635456,2.21577966452682,0.533333333333333,90
"29",2,5,2.15641201272886,2.17436322219921,0.488888888888889,135
"30",2,7,2.13306931372469,2.15365500103541,0.355555555555556,180
"31",2,9,2.06487922450778,2.11223855870781,0.422222222222222,225
"32",2,11,2.07547840279576,2.0708221163802,0.444444444444444,270
"33",2,13,2.00275456101637,2.0086974528888,0.511111111111111,315
"34",2,15,1.93370673482819,1.90515634706979,0.311111111111111,360
"35",2,17,1.87734116242967,1.84303168357838,0.488888888888889,405
"36",2,19,1.83567965239599,1.80161524125078,0.511111111111111,450
"37",2,21,1.76215934057184,1.71878235659557,0.422222222222222,495
"38",2,23,1.75284676774078,1.71878235659557,0.355555555555556,540
"39",2,25,1.69072210424937,1.65665769310416,0.311111111111111,585
"40",2,27,1.64973453040741,1.61524125077656,0.311111111111111,630
"41",2,29,1.62210314654683,1.59453302961276,0.333333333333333,675
"42",2,31,1.54778636467792,1.51170014495755,0.377777777777778,720
"43",2,33,1.5376773218021,1.51170014495755,0.466666666666667,765
"44",2,35,1.470406236483,1.42886726030234,0.355555555555556,810
"45",2,37,2.51157638576597,1.42886726030234,0.244444444444444,855
"46",2,39,2.33984519073009,1.34603437564713,0.288888888888889,900
"47",2,41,2.17405688756664,1.24249326982812,0.4,945
"48",2,43,2.15046912085639,1.24249326982812,0.311111111111111,990
"49",2,45,2.13760306628716,1.24249326982812,0.333333333333333,1035
"50",2,47,2.02952820790568,1.20107682750052,0.244444444444444,1080
"51",2,49,1.94988120342952,1.92586456823359,0.377777777777778,1125
"52",2,51,1.89388323259013,1.86373990474218,0.533333333333333,1170
"53",3,1,1.81294962265705,1.78090702008697,0.488888888888889,45
"54",3,3,1.73232234735656,1.69807413543177,0.422222222222222,90
"55",3,5,1.66848220992259,1.63594947194036,0.244444444444444,135
"56",3,7,1.51457969050404,1.49099192379375,0.333333333333333,180
"57",3,9,1.53492031010871,1.55311658728515,0.4,225
"58",3,11,1.42127016141387,1.40815903913854,0.355555555555556,270
"59",3,13,1.40399288813519,1.36674259681093,0.355555555555556,315
"60",3,15,1.36306658121975,1.32532615448333,0.333333333333333,360
"61",3,17,1.35602088466993,1.32532615448333,0.355555555555556,405
"62",3,19,1.33182044869448,1.30461793331953,0.222222222222222,450
"63",3,21,1.28936246861604,1.26320149099192,0.377777777777778,495
"64",3,23,1.17883693317373,1.15966038517291,0.266666666666667,540
"65",3,25,1.13889089708261,1.11824394284531,0.244444444444444,585
"66",3,27,1.13729795699309,1.11824394284531,0.244444444444444,630
"67",3,29,1.10403001589266,1.09753572168151,0.2,675
"68",3,31,1.10795109918995,1.09753572168151,0.222222222222222,720
"69",3,33,1.04460109716814,1.0354110581901,0.222222222222222,765
"70",3,35,1.04980878592235,1.0354110581901,0.222222222222222,810
"71",3,37,1.88107844494741,1.0147028370263,0.2,855
"72",3,39,1.80749686619675,0.993994615862497,0.2,900
"73",3,41,1.77563806440629,1.0147028370263,0.311111111111111,945
"74",3,43,1.72938153488359,1.0147028370263,0.111111111111111,990
"75",3,45,1.60991102816935,0.911161731207289,0.266666666666667,1035
"76",3,47,1.59539076658408,0.890453510043487,0.355555555555556,1080
"77",3,49,1.57278327069815,1.47028370262994,0.444444444444444,1125
"78",3,51,1.51770430375656,1.40815903913854,0.4,1170
"79",4,1,1.45717258035468,1.34603437564713,0.377777777777778,45
"80",4,3,1.35988070104072,1.26320149099192,0.333333333333333,90
"81",4,5,1.31705511940315,1.22178504866432,0.311111111111111,135
"82",4,7,1.27802808720983,1.18036860633672,0.244444444444444,180
"83",4,9,1.12369669930563,1.0147028370263,0.355555555555556,225
"84",4,11,1.15108301546012,1.07682750051771,0.333333333333333,270
"85",4,13,1.19378606324464,1.15966038517291,0.222222222222222,315
"86",4,15,1.13049732814935,1.09753572168151,0.222222222222222,360
"87",4,17,1.17123983428524,1.13895216400911,0.311111111111111,405
"88",4,19,1.18404462192794,1.15966038517291,0.311111111111111,450
"89",4,21,1.15341115866788,1.13895216400911,0.222222222222222,495
"90",4,23,1.05274959839532,1.0354110581901,0.266666666666667,540
"91",4,25,1.07878804216637,1.0561192793539,0.377777777777778,585
"92",4,27,1.05979529494513,1.0354110581901,0.377777777777778,630
"93",4,29,1.01274229537767,0.993994615862497,0.288888888888889,675
"94",4,31,0.972918793139593,0.952578173534893,0.222222222222222,720
"95",4,33,0.971325853050071,0.952578173534893,0.288888888888889,765
"96",4,35,0.909201189558664,0.890453510043487,0.288888888888889,810
"97",4,37,1.77134937954987,0.869745288879685,0.2,855
"98",4,39,1.69972834244785,0.828328846552081,0.222222222222222,900
"99",4,41,1.67902012128405,0.828328846552081,0.311111111111111,945
"100",4,43,1.60672514799031,0.828328846552081,0.288888888888889,990
"101",4,45,1.5838725843983,0.807620625388279,0.222222222222222,1035
"102",4,47,1.50906566711723,0.807620625388279,0.2,1080
"103",4,49,1.4392826378108,1.32532615448333,0.333333333333333,1125
"104",4,51,1.4270905194333,1.30461793331953,0.222222222222222,1170
"105",5,1,1.41238645706847,1.28390971215573,0.377777777777778,45
"106",5,3,1.38432620472225,1.26320149099192,0.222222222222222,90
"107",5,5,1.30032924846316,1.18036860633672,0.266666666666667,135
"108",5,7,1.29720463521063,1.18036860633672,0.288888888888889,180
"109",5,9,1.27061478910089,1.22178504866432,0.288888888888889,225
"110",5,11,1.26013814466594,1.24249326982812,0.333333333333333,270
"111",5,13,1.2877082616,1.26320149099192,0.444444444444444,315
"112",5,15,1.25529805747085,1.24249326982812,0.4,360
"113",5,17,1.23661164488221,1.22178504866432,0.266666666666667,405
"114",5,19,1.22123364632566,1.20107682750052,0.266666666666667,450
"115",5,21,1.2113084042294,1.20107682750052,0.222222222222222,495
"116",5,23,1.21835410077921,1.20107682750052,0.311111111111111,540
"117",5,25,1.09698431934285,1.07682750051771,0.311111111111111,585
"118",5,27,1.08215772312498,1.0561192793539,0.288888888888889,630
"119",5,29,1.0740092218978,1.0561192793539,0.2,675
"120",5,31,1.07964577913765,1.0561192793539,0.133333333333333,720
"121",5,33,1.07964577913765,1.0561192793539,0.133333333333333,765
"122",5,35,1.03430825351276,1.0147028370263,0.222222222222222,810
"123",5,37,1.71945629278733,0.931869952371091,0.266666666666667,855
"124",5,39,1.72962660258967,0.973286394698695,0.333333333333333,900
"125",5,41,1.70489985280926,0.931869952371091,0.222222222222222,945
"126",5,43,1.66315198731534,0.890453510043487,0.288888888888889,990
"127",5,45,1.63545933652824,0.890453510043487,0.222222222222222,1035
"128",5,47,1.58301484742701,0.890453510043487,0.288888888888889,1080
"129",5,49,1.52419859796769,1.49099192379375,0.288888888888889,1125
"130",5,51,1.49577074406236,1.47028370262994,0.288888888888889,1170
"131",6,1,1.43885376932516,1.40815903913854,0.311111111111111,45
"132",6,3,1.41514346876187,1.40815903913854,0.311111111111111,90
"133",6,5,1.38071145605756,1.36674259681093,0.288888888888889,135
"134",6,7,1.33365845649011,1.32532615448333,0.422222222222222,180
"135",6,9,1.4511684215557,1.49099192379375,0.4,225
"136",6,11,1.3976211277771,1.44957548146614,0.266666666666667,270
"137",6,13,1.30161585392007,1.34603437564713,0.377777777777778,315
"138",6,15,1.28544138531875,1.32532615448333,0.288888888888889,360
"139",6,17,1.23979752506126,1.28390971215573,0.244444444444444,405
"140",6,19,1.25388891816089,1.28390971215573,0.333333333333333,450
"141",6,21,1.21216614120068,1.24249326982812,0.266666666666667,495
"142",6,23,1.17074969887308,1.20107682750052,0.2,540
"143",6,25,1.08038098225589,1.09753572168151,0.222222222222222,585
"144",6,27,1.10157933883186,1.11824394284531,0.355555555555556,630
"145",6,29,1.08620134027531,1.11824394284531,0.222222222222222,675
"146",6,31,1.00508392956266,1.0354110581901,0.222222222222222,720
"147",6,33,1.02579215072646,1.0561192793539,0.4,765
"148",6,35,0.993443213523837,1.0147028370263,0.266666666666667,810
"149",6,37,1.68379894155262,1.0147028370263,0.266666666666667,855
"150",6,39,1.62020387182473,0.973286394698695,0.288888888888889,900
"151",6,41,1.55869187759853,0.952578173534893,0.177777777777778,945
"152",6,43,1.48131174940361,0.911161731207289,0.244444444444444,990
"153",6,45,1.43156300506926,0.869745288879685,0.2,1035
"154",6,47,1.39388384525939,0.849037067715883,0.288888888888889,1080
"155",6,49,1.29555042819459,1.22178504866432,0.377777777777778,1125
"156",6,51,1.25701353141343,1.18036860633672,0.4,1170
"157",7,1,1.21455555133498,1.13895216400911,0.288888888888889,45
"158",7,3,1.17123983428525,1.07682750051771,0.222222222222222,90
"159",7,5,1.11150458092813,1.0354110581901,0.266666666666667,135
"160",7,7,1.05771221944346,0.973286394698695,0.266666666666667,180
"161",7,9,1.05544534316221,1.0147028370263,0.2,225
"162",7,11,1.03657512979401,0.993994615862497,0.222222222222222,270
"163",7,13,1.03914834070785,0.993994615862497,0.2,315
"164",7,15,1.03210264415804,0.973286394698695,0.266666666666667,360
"165",7,17,0.990747468756951,0.931869952371091,0.133333333333333,405
"166",7,19,0.900746353698889,0.869745288879685,0.244444444444444,450
"167",7,21,0.891617581647391,0.869745288879685,0.133333333333333,495
"168",7,23,0.880895869506369,0.869745288879685,0.288888888888889,540
"169",7,25,0.871154428189668,0.849037067715883,0.311111111111111,585
"170",7,27,0.844442048226894,0.828328846552081,0.2,630
"171",7,29,0.81785220211716,0.786912404224477,0.266666666666667,675
"172",7,31,0.743106551762607,0.724787740733071,0.311111111111111,720
"173",7,33,0.757871881053958,0.724787740733071,0.2,765
"174",7,35,0.737163659890155,0.704079519569269,0.133333333333333,810
"175",7,37,1.55232011724043,0.704079519569269,0.244444444444444,855
"176",7,39,1.56929105588649,0.724787740733071,0.266666666666667,900
"177",7,41,1.50790159551333,0.662663077241665,0.177777777777778,945
"178",7,43,1.45796905039944,0.621246634914061,0.2,990
"179",7,45,1.4273968540659,0.621246634914061,0.222222222222222,1035
"180",7,47,1.41532726954144,0.641954856077863,0.155555555555556,1080
"181",7,49,1.37090874781435,1.20107682750052,0.244444444444444,1125
"182",7,51,1.3296761062663,1.13895216400911,0.355555555555556,1170
"183",8,1,1.28954626939562,1.09753572168151,0.333333333333333,45
"184",8,3,1.25731986604603,1.07682750051771,0.333333333333333,90
"185",8,5,1.20162822983924,1.0354110581901,0.244444444444444,135
"186",8,7,1.20407890690004,1.0354110581901,0.266666666666667,180
"187",8,9,1.24647562005196,1.09753572168151,0.288888888888889,225
"188",8,11,1.25388891816089,1.15966038517291,0.311111111111111,270
"189",8,13,1.24898756403928,1.18036860633672,0.266666666666667,315
"190",8,15,1.23483490401313,1.18036860633672,0.333333333333333,360
"191",8,17,1.22055971013394,1.15966038517291,0.288888888888889,405
"192",8,19,1.22025337550134,1.15966038517291,0.377777777777778,450
"193",8,21,1.19923881970494,1.13895216400911,0.222222222222222,495
"194",8,23,1.14471125510202,1.07682750051771,0.244444444444444,540
"195",8,25,1.12400303393822,1.0561192793539,0.222222222222222,585
"196",8,27,1.12400303393822,1.0561192793539,0.177777777777778,630
"197",8,29,1.08393446399406,1.0147028370263,0.422222222222222,675
"198",8,31,1.09765825553457,1.0354110581901,0.222222222222222,720
"199",8,33,1.07695003437077,1.0147028370263,0.222222222222222,765
"200",8,35,1.03890327300177,0.973286394698695,0.244444444444444,810
